EID,BTEID,IFHOME,BTBL,BTYEAR,BTENDYEAR,TARGET
471401,666216,1,1.0,2009,,0
471401,665746,0,0.72,2014,,0
471401,660686,0,0.083,1997,2007.0,0
471401,643119,0,0.133,2009,,0
471401,627511,0,0.028999999999999998,2014,,0
471401,84619,1,0.58,2001,,0
472849,623894,0,1.0,2014,,1
473580,680906,0,0.9,2010,,0
475329,711563,0,0.25,2010,2013.0,0
478005,737686,0,0.02,2001,,0
478005,719749,0,0.9,2010,,0
478005,691452,0,0.5,2004,,0
478005,675042,1,0.7,2007,2010.0,0
478005,653697,1,1.0,2007,2011.0,0
478005,652129,0,0.5,2008,2011.0,0
478005,649801,0,0.75,2006,,0
478005,645436,0,0.5,2010,,0
478005,638545,1,1.0,2001,,0
478005,628536,0,0.5,2005,,0
478005,416532,1,0.5,2009,,0
478005,225860,1,1.0,2003,,0
479985,674651,0,0.16699999999999998,2003,,0
480057,177460,1,0.377,2013,,0
482256,714169,0,0.172,1992,,0
486452,358988,1,0.9,2013,,0
494413,735000,1,0.9,2011,,0
494413,721419,0,0.02,2013,,0
494413,721118,1,0.33299999999999996,2008,,0
494975,720148,1,0.7,2006,2010.0,0
494975,358449,1,0.05,1997,,0
494975,63702,1,0.1,2000,,0
495253,675451,1,0.25,1998,,1
496586,433000,1,1.0,2007,,0
502076,685528,0,0.0,2012,,0
502937,474515,1,0.5,2013,,0
502937,206626,1,1.0,2002,,0
504332,669002,1,0.95,2013,,0
504523,726244,1,1.0,2014,,0
504523,440740,1,1.0,2014,,0
504523,393628,1,0.7,2013,,0
506062,708019,1,0.1,2014,,0
506062,93695,1,0.33299999999999996,2014,,0
508426,738942,0,0.51,2014,,0
508572,723984,1,0.7,2006,2015.0,0
508738,692670,0,0.51,2012,,0
508738,669285,0,0.33399999999999996,2014,,0
509468,694842,1,0.467,2014,,0
509468,690153,1,0.4,2005,,0
511022,625217,1,0.49,1996,2008.0,0
512037,739149,0,0.5,2013,,0
512037,727842,0,0.8,2013,,0
512037,727337,0,0.8,2013,,0
512037,726607,0,0.8,2013,,0
512037,723497,0,0.8,2013,,0
512037,702154,0,0.8,2013,,0
512037,690273,0,0.8,2013,,0
512037,688603,0,0.8,2013,,0
512037,674711,0,0.8,2013,,0
512037,656599,0,0.8,2013,,0
512037,649252,0,0.8,2013,,0
512037,642582,0,0.8,2013,,0
512037,628309,0,0.8,2013,,0
512561,732092,0,0.3,2010,,0
512561,460496,1,0.9,2010,,0
513940,682782,1,0.65,2013,,1
514640,707866,0,0.95,2000,,0
514640,694992,0,1.0,2012,,0
514640,669159,0,1.0,2013,,0
514640,652907,0,1.0,2014,,0
514640,652239,0,1.0,2013,,0
514640,643100,1,0.16699999999999998,2013,,0
514640,283991,1,0.82,2006,,0
514640,252808,1,1.0,2010,,0
514640,150745,1,0.3,2010,,0
514640,40304,1,1.0,1999,,0
514978,683367,1,0.25,2003,2010.0,0
517976,726273,1,0.3,2014,,0
519162,682200,1,0.57,2006,,0
519162,669373,1,0.75,2004,2008.0,0
519162,650338,1,0.95,2004,2009.0,0
519162,44835,1,0.33299999999999996,1992,,0
519324,625234,1,1.0,2012,,0
521773,670145,1,0.49,1989,,0
521773,656751,1,0.8,2000,2012.0,0
521773,314968,1,0.58,2004,,0
521773,200157,1,1.0,2006,,0
522457,644687,0,0.33299999999999996,2015,,0
522641,499583,1,0.1,1984,,0
522775,726289,1,0.3,2005,2006.0,0
522775,675482,1,0.3,2005,2009.0,0
524446,644950,1,0.85,2014,,0
524446,211671,1,0.92,2014,,0
524446,1241,1,0.83,2014,,0
525760,721959,1,0.5,2014,,0
525760,703984,1,0.7,2014,,0
525760,276736,1,0.45,2011,,0
179,72030,1,0.95,2007,,0
791,729158,1,0.003,2011,,0
791,705704,1,0.01,2011,,0
791,339531,1,0.01,2010,,0
791,339366,1,0.7,2010,,0
791,182357,1,0.004,2010,,0
791,168833,1,0.003,2010,,0
791,134808,1,0.01,2010,,0
2013,170857,1,0.021,1984,,1
6828,723311,0,0.33299999999999996,2014,,0
6828,722402,0,0.3,2015,,0
6828,667370,0,0.2,2015,,0
6828,639295,0,0.51,2015,,0
9671,701560,0,0.5,2000,,0
9671,626312,0,0.33299999999999996,1999,,0
14838,719086,1,0.6,2004,,0
15097,683862,1,0.3,2011,,0
15367,674257,1,0.7,2009,2015.0,0
16399,640171,1,1.0,2001,2012.0,0
16860,737689,0,0.89,2014,,1
16860,725231,0,0.75,2015,,1
16860,719333,0,0.35,2000,,1
16860,635927,0,0.4,2014,,1
17145,625008,0,0.091,2012,,1
17197,410229,1,0.5,2004,,0
17607,667786,1,0.25,2008,,0
17607,627284,1,0.94,2004,2006.0,0
18807,739981,0,0.1,2013,,0
18807,705139,0,0.2,2015,,0
18807,679958,0,0.2,2011,,0
18807,655576,0,0.37,2013,,0
18807,632444,0,0.2,2013,,0
19468,671311,1,0.033,2007,,0
19468,667016,1,0.8,2005,2008.0,0
19468,658353,1,0.19,2001,2006.0,0
19468,238411,1,0.33299999999999996,2015,,0
20240,405121,1,0.05,2014,,0
20963,674582,0,1.0,2014,,0
20963,674515,0,1.0,2014,,0
21271,684901,1,0.84,2004,2006.0,0
22055,383222,1,0.5,2006,,0
23406,638605,1,1.0,1999,,0
23737,329059,1,0.5,2014,,1
24276,738436,1,0.25,2009,,0
24276,624642,1,0.5,2010,,0
25362,645325,0,0.6,2014,,0
25705,185434,1,0.01,2005,,0
25849,311567,1,1.0,2012,,0
26591,732290,0,1.0,2005,,0
26591,663345,0,1.0,1991,,0
26663,697962,1,0.95,2005,,0
27406,730475,1,0.4,2013,,0
27406,636554,1,0.27,2012,,0
30157,652216,0,0.5,2014,,0
30157,192809,1,0.65,2014,,0
32824,715982,0,0.05,2008,,0
32824,700372,0,0.14300000000000002,2009,,0
32824,655358,0,0.05,2008,2014.0,0
33889,729250,1,0.15,2007,,0
33889,722946,1,0.5,2011,,0
33889,705580,0,0.33299999999999996,2004,,0
33889,691969,1,0.65,1998,,0
35336,284971,1,0.1,2010,,1
35494,717925,1,0.141,2005,2012.0,0
37841,43777,1,0.5,2014,,0
40338,641705,0,1.0,2015,,0
43217,658982,1,0.67,2009,,0
47612,717347,0,0.2,2014,,0
47612,658374,0,0.2,2015,,0
49606,726340,1,0.6,2004,2007.0,0
49606,687599,1,0.8,2007,2008.0,0
49606,671213,1,0.15,2008,2011.0,0
49717,635000,0,0.19,2013,2014.0,0
55428,163999,1,0.3,2010,,0
55589,265427,1,1.0,2009,,0
55820,662894,0,0.1,2013,,0
57705,698031,1,0.495,2009,2011.0,0
57916,711807,0,0.3,2009,,0
57916,56129,1,0.14300000000000002,2008,,0
64183,723733,0,0.35,2006,,0
64183,716390,0,0.4,2013,,0
64183,642595,0,0.3,2009,,0
65159,723346,0,0.2,2007,2011.0,0
68022,662019,1,1.0,2015,,0
68610,737148,1,0.09,2012,,0
72627,711942,1,0.9,2014,,1
72627,708294,1,0.9,2014,,1
72627,349133,1,0.9,2013,,1
73596,212021,1,1.0,2008,,0
73614,657505,0,0.1,2004,,0
73808,730891,0,1.0,2014,,0
73808,728749,0,0.4,2001,2008.0,0
73808,726465,1,1.0,2012,,0
73808,703505,0,0.4,2001,2012.0,0
73808,689456,0,0.513,2001,2003.0,0
73808,684181,0,0.4,2002,2004.0,0
73808,677780,0,0.5,2003,,0
73808,674882,0,0.3,2006,2010.0,0
73808,671731,0,1.0,2015,,0
73808,671528,0,0.51,2001,2003.0,0
73808,645617,0,0.65,2001,2002.0,0
73808,634581,0,1.0,1999,,0
73808,634366,0,1.0,2014,,0
73808,630069,1,1.0,2014,,0
73808,629123,0,1.0,2010,,0
74686,735867,0,0.5,2014,,0
74686,708932,0,0.33299999999999996,2014,,0
75652,729105,1,1.0,1999,,0
75652,686443,1,1.0,1999,2006.0,0
75652,634071,1,1.0,1999,,0
79220,660132,1,0.111,2000,,0
84101,202378,1,1.0,2009,,0
84791,722432,0,0.6,1993,,0
84791,669216,1,0.4,2006,,0
89667,663321,0,0.053,2011,,0
91326,714161,0,0.102,2013,2015.0,0
91326,709570,0,0.10800000000000001,2011,,0
91804,663776,1,0.4,2010,,0
91804,374362,1,0.8,2004,,0
92465,696494,0,0.9,2015,,0
92757,733436,0,0.75,2014,,1
92757,685790,0,0.5,2015,,1
93854,735653,1,0.5,2006,,0
93854,640967,1,0.2,2004,,0
95938,40179,1,0.46399999999999997,2014,,0
96354,683139,0,0.9,2012,,0
97505,632384,1,0.5,2014,,0
97505,370843,1,0.5,2014,,0
102099,237268,1,1.0,2014,,0
104525,639278,0,0.06,2004,,1
106414,730674,0,1.0,2012,,0
107867,731647,0,0.51,2012,,0
107867,653042,1,1.0,2013,,0
108335,720219,0,0.15,2005,,0
108335,32406,1,1.0,1994,,0
112487,725357,0,0.048,2012,,0
113546,628598,1,0.89,2006,2008.0,0
113546,625392,0,0.375,2014,,0
113546,3124,1,0.223,2007,,0
116204,478937,1,0.8,1999,,0
118267,665223,0,0.49,2014,,1
120084,627347,0,0.4,1998,2010.0,0
121142,729381,0,1.0,2011,,0
122994,661723,1,0.9,2014,,0
122994,291723,1,0.33299999999999996,2015,,0
122994,105808,1,0.9,2014,,0
123896,687824,1,1.0,2008,,0
124199,269260,1,1.0,2004,,0
126950,702850,0,0.41700000000000004,2006,,0
126950,282129,1,1.0,2000,,0
127391,727241,1,0.317,2003,,0
127698,735306,0,0.612,2001,,0
127698,733490,0,0.037000000000000005,2014,,0
127698,732261,0,1.0,1989,2006.0,0
127698,729046,0,1.0,1984,,0
127698,727586,0,1.0,2004,,0
127698,719629,0,1.0,1993,,0
127698,711820,0,1.0,2015,,0
127698,711771,1,0.25,1985,,0
127698,711524,0,1.0,1982,,0
127698,710343,0,1.0,2010,,0
127698,703302,1,1.0,2011,,0
127698,694892,1,1.0,1995,,0
127698,694648,0,0.005,2001,,0
127698,693988,0,0.006999999999999999,2007,,0
127698,693844,0,0.157,1995,,0
127698,690945,0,1.0,2006,,0
127698,688877,0,1.0,1989,,0
127698,687496,0,1.0,1990,2007.0,0
127698,686336,0,1.0,1993,,0
127698,680790,0,1.0,1993,,0
127698,645085,1,1.0,1995,,0
127698,643063,1,1.0,1988,,0
127698,642233,1,1.0,1989,,0
127698,636628,1,0.8,2011,,0
127698,635557,0,0.09300000000000001,1997,,0
127698,623511,0,0.42100000000000004,1999,,0
127698,507309,1,1.0,2011,,0
127698,502391,1,0.5,1983,,0
127698,499787,1,1.0,1993,,0
127698,466046,1,0.25,2007,,0
127698,405460,1,0.001,2003,,0
127698,281050,1,0.012,2002,,0
127698,230742,1,1.0,2014,,0
127698,228563,1,1.0,1982,,0
127698,186415,1,1.0,1983,,0
127698,176017,1,0.841,2008,,0
127698,138199,1,1.0,1988,,0
127698,121180,1,0.7040000000000001,2008,,0
127698,121180,1,0.7040000000000001,2008,,0
127698,119105,1,0.04,1997,,0
127698,92196,1,1.0,1983,,0
127698,44483,1,1.0,2011,,0
127698,21428,1,0.667,2011,,0
134840,719153,0,0.04,2013,,0
134840,660794,0,0.012,2011,,0
134840,521356,1,0.055999999999999994,2015,,0
135674,705559,0,0.4,2011,,0
138963,637577,0,0.7,2005,2010.0,0
139053,114267,1,0.276,1992,,0
142508,737830,1,0.33,2005,2010.0,0
142508,731925,1,0.75,1996,2009.0,0
142508,688283,0,0.9,2000,2013.0,0
142508,682411,0,0.88,2005,2010.0,0
142508,25812,1,0.45,1999,,0
143345,730806,0,0.2,2006,2012.0,0
144470,655105,0,1.0,2010,,0
144470,649408,0,1.0,2011,,0
145229,721356,0,0.5,2010,,0
145485,661308,0,0.3,2013,,0
147392,487472,1,0.3,2014,,0
149012,624441,1,0.33299999999999996,2009,,0
149034,235973,1,0.99,2007,,0
149980,647764,1,0.5,1998,,0
149980,643866,0,0.373,2001,,0
149980,415874,1,0.055999999999999994,1991,,0
149980,37782,1,0.18,2014,,0
150307,649178,1,1.0,2007,2009.0,0
150763,661274,1,1.0,1992,,0
151833,697250,1,1.0,2008,,0
153638,732258,0,0.18,2013,,0
153638,221867,1,0.9329999999999999,2014,,0
154104,705431,0,0.24,2014,,0
156933,642504,1,1.0,1998,2006.0,0
158013,738767,1,1.0,2010,,0
158013,687313,1,1.0,2010,,0
158013,686242,1,0.8220000000000001,2015,,0
158013,419436,1,1.0,2014,,0
158649,679755,1,1.0,2000,2011.0,0
158649,647818,1,1.0,2007,2012.0,0
158649,289656,1,0.6,2004,,0
159137,193677,1,0.027999999999999997,2015,,0
161118,444308,1,0.1,2004,,1
163640,377619,1,0.7,2002,,0
164767,710257,0,1.0,2010,2013.0,0
164767,708301,0,1.0,2010,2014.0,0
164767,706474,0,1.0,2009,,0
164767,705793,0,0.8,2014,,0
164767,701489,0,0.5,2015,,0
164767,700227,1,0.49,2015,,0
164767,678856,1,1.0,2015,,0
164767,664233,0,1.0,2015,,0
164767,659172,0,1.0,2013,,0
164767,647612,0,1.0,2010,2013.0,0
164767,647013,0,1.0,2013,2014.0,0
164767,631106,0,1.0,2009,,0
164767,627939,0,0.5,2013,,0
164831,658303,0,0.023,1997,,0
165607,729643,0,0.2,2012,,0
165607,640840,0,0.2,2009,2009.0,0
166148,710728,1,1.0,1996,2006.0,0
166148,624392,1,0.4,2001,,0
168167,656605,1,1.0,2012,,0
168431,650627,0,0.1,2002,,0
169810,636560,1,0.375,1985,2007.0,0
169857,449345,1,0.9,2015,,0
172773,345219,1,0.6,2013,,0
173590,714992,0,0.4,2000,2008.0,0
173590,627156,0,0.3,2005,2006.0,0
176017,402980,1,0.7,1988,,0
176017,61240,1,0.51,2015,,0
180095,735669,0,0.2,2010,,0
180095,733748,1,1.0,2010,,0
180095,733668,1,0.2,2014,,0
180095,731822,0,0.2,2011,,0
180095,731204,1,1.0,2010,,0
180095,729053,1,0.2,2015,,0
180095,719127,1,0.2,2013,,0
180095,718551,1,0.5,2013,,0
180095,718233,1,0.2,2013,,0
180095,700222,0,1.0,2007,,0
180095,698157,1,0.2,2013,,0
180095,697198,1,0.2,2013,,0
180095,688572,1,0.2,2013,,0
180095,676734,0,0.2,2010,,0
180095,667779,1,1.0,2010,,0
180095,653461,1,0.51,2015,,0
180095,639457,1,0.2,2013,,0
180095,628522,1,0.2,2014,,0
180095,520302,1,1.0,2011,,0
180095,515019,1,1.0,2011,,0
180095,504270,1,0.2,2013,,0
180095,321863,1,0.2,2014,,0
180095,275624,1,1.0,2007,,0
180095,257816,1,1.0,2011,,0
180095,251620,1,1.0,2001,,0
180095,11461,1,0.2,2013,,0
180192,728635,1,0.9,2015,,0
180192,678438,0,0.278,2013,,0
182390,724793,0,0.55,2005,,0
182390,715924,1,0.3,2004,2011.0,0
182390,686310,1,0.3,2013,,0
182390,674121,0,0.872,2003,,0
182390,630002,0,0.3,2013,,0
182390,271337,1,0.9,2007,,0
182390,225601,1,0.0,2000,,0
182636,646700,1,1.0,2012,2014.0,0
184154,216437,1,0.3,2004,,0
184547,672929,1,0.258,2013,,0
184547,470647,1,0.059000000000000004,2013,,0
184547,163381,1,0.85,2009,,0
185043,705915,0,0.99,2009,,0
185915,643032,0,1.0,2010,,0
185992,673208,1,0.33299999999999996,2003,,0
185992,657209,1,0.8,2002,,0
185992,629564,1,0.5,1993,,0
185992,626289,1,1.0,1986,,0
185992,444248,1,1.0,2011,,0
185992,28218,1,0.16,2000,,0
186714,138801,1,0.909,2004,,0
186807,649109,0,0.33299999999999996,2015,,1
186833,645747,1,0.083,2014,,1
188124,701660,0,0.49,2008,,0
188124,670293,0,0.5,2012,,0
189023,723541,0,0.51,2008,2012.0,0
189481,722052,0,0.05,2002,,0
189481,703315,1,0.03,2011,,0
189481,687421,0,0.062,2014,,0
189481,653135,1,0.5,2007,,0
189481,459080,1,0.017,2007,,0
189481,315789,1,0.51,2006,,0
189481,312849,1,0.25,2011,,0
189481,66144,1,1.0,2015,,0
193308,659886,1,0.287,2001,,0
194002,732501,1,1.0,2008,,0
194068,722584,0,1.0,2005,2011.0,0
194068,637252,1,0.55,2005,2007.0,0
194743,721829,0,1.0,1992,1999.0,0
194743,715879,0,1.0,2002,,0
194743,676201,0,0.004,1998,,0
194743,668499,0,0.75,1992,,0
194743,667870,0,0.33299999999999996,1984,1998.0,0
194743,644446,0,0.2,2004,2007.0,0
194743,643423,0,1.0,1991,1992.0,0
194743,638549,1,0.4,2005,2011.0,0
194743,77451,1,0.05,2004,,0
196534,628938,1,1.0,1997,2008.0,0
198759,670674,0,0.7,2015,,0
202791,646467,0,0.042,2007,,0
203290,713971,0,0.8,2014,,0
206270,683754,0,1.0,2015,2015.0,1
207184,103878,1,0.99,2013,,0
207608,176901,1,0.16699999999999998,2013,,0
208649,736488,1,0.14300000000000002,2014,,0
208649,713291,1,0.231,2014,,0
208649,425922,1,0.013000000000000001,2015,,0
208649,353157,1,0.018000000000000002,2015,,0
208649,240412,1,0.01,2015,,0
210772,725963,0,1.0,2015,,0
211634,704546,0,1.0,2011,,0
211634,692651,0,1.0,2010,2015.0,0
212103,626376,1,0.28300000000000003,2001,,0
212819,240155,1,0.4,2014,,0
213227,57338,1,0.3,2007,,0
213435,672484,0,0.4,2014,,0
213435,643253,0,0.15,2014,,0
213752,736407,1,0.831,2000,,0
213752,728837,1,0.6,2008,,0
214539,659656,0,1.0,2011,,0
214871,635981,0,0.8,2012,,1
216900,716637,0,1.0,2013,,0
216900,658499,0,0.35,2012,,0
218671,708575,0,0.35700000000000004,1998,1998.0,1
218671,477960,1,0.7,2002,,1
218671,87892,1,0.6,2000,,1
219139,637417,1,0.45,2015,,0
219139,376043,1,0.6,1998,,0
220194,160239,1,0.1,2003,,0
221960,653841,1,1.0,1994,2006.0,0
221960,406921,1,1.0,1995,,0
222828,735586,1,0.8,1998,2013.0,0
222828,691028,1,0.8,2004,2008.0,0
222828,656088,1,0.5,2004,2006.0,0
222828,649573,1,0.267,2002,2008.0,0
222828,477622,1,1.0,2007,,0
231358,623561,1,0.33299999999999996,2002,,0
231544,724989,0,0.1,2015,,0
233772,642971,0,0.5,2008,2014.0,1
235336,661176,1,0.8,2002,2007.0,0
235932,20093,1,0.1,2015,,0
237105,712731,1,0.33299999999999996,2004,,0
237499,96278,1,0.071,2005,,0
239096,732298,0,1.0,2007,,0
239385,706875,1,0.02,2014,,0
239492,695956,1,0.1,2015,,0
239646,635424,1,0.02,2002,2008.0,0
239646,344012,1,0.09,2009,,0
240329,739971,0,0.1,2011,,0
240329,739238,0,0.043,2011,,0
240329,737528,0,0.01,2011,,0
240329,737382,0,0.013999999999999999,2011,,0
240329,736957,0,0.008,2012,,0
240329,733985,0,0.111,2011,,0
240329,731091,1,0.0,2010,,0
240329,730115,0,0.005,2015,,0
240329,728992,0,0.1,2015,,0
240329,728973,0,0.1,2015,,0
240329,728662,0,0.5,2014,,0
240329,726921,0,0.1,2015,,0
240329,726028,0,0.0,2010,,0
240329,723935,0,0.0,2011,,0
240329,723070,0,0.125,2014,,0
240329,721652,0,0.125,2015,,0
240329,719932,0,0.5,2015,,0
240329,719293,0,0.02,2015,,0
240329,718860,0,0.1,2015,,0
240329,718313,1,0.01,2015,,0
240329,715766,0,0.02,2015,,0
240329,715434,0,0.001,2012,,0
240329,715018,0,0.05,2011,,0
240329,714131,0,0.046,2011,,0
240329,710986,0,0.07400000000000001,2015,,0
240329,708822,0,0.02,2015,,0
240329,707497,0,0.001,2011,2013.0,0
240329,707025,0,0.01,2014,,0
240329,706662,0,0.01,2015,,0
240329,705429,0,0.1,2015,,0
240329,704842,0,0.001,2011,,0
240329,703117,0,0.1,2015,,0
240329,701803,0,0.01,2015,,0
240329,700561,0,0.091,2015,,0
240329,693159,0,0.1,2015,,0
240329,692181,0,0.01,2015,,0
240329,691504,0,0.1,2015,,0
240329,690543,0,0.1,2015,,0
240329,690431,0,0.016,2015,,0
240329,688954,0,0.16699999999999998,2011,,0
240329,687491,0,0.01,2015,,0
240329,682251,0,0.013999999999999999,2014,,0
240329,681438,0,0.005,2014,,0
240329,680945,0,0.048,2015,,0
240329,676937,0,0.1,2015,,0
240329,674842,0,0.034,2014,,0
240329,674293,0,0.1,2015,,0
240329,673172,0,0.011000000000000001,2015,,0
240329,672572,0,0.0,2011,,0
240329,670089,0,0.2,2014,,0
240329,668292,0,0.005,2014,,0
240329,667360,0,0.001,2011,2014.0,0
240329,666293,0,0.026000000000000002,2011,,0
240329,664142,0,0.5,2015,,0
240329,661718,0,0.008,2014,,0
240329,658819,0,0.125,2015,,0
240329,656528,0,0.5,2015,,0
240329,656092,0,0.01,2011,,0
240329,651415,0,0.5,2015,,0
240329,651326,0,0.023,2015,,0
240329,650257,0,1.0,2010,,0
240329,649465,0,0.002,2015,,0
240329,647777,0,0.002,2014,,0
240329,647116,0,0.0,2011,2014.0,0
240329,644308,0,0.02,2015,,0
240329,643933,0,0.094,2015,,0
240329,643248,0,0.009000000000000001,2012,,0
240329,642855,0,0.1,2015,,0
240329,642409,0,0.091,2012,,0
240329,641999,0,0.001,2011,,0
240329,640681,0,0.024,2011,,0
240329,639510,0,0.2,2011,,0
240329,638433,0,0.33299999999999996,2011,,0
240329,637284,0,0.006,2014,,0
240329,631941,0,0.2,2011,,0
240329,629683,0,0.5,2015,,0
240329,628683,0,0.006,2015,,0
240329,627798,0,0.005,2012,,0
240329,627121,0,0.063,2011,,0
240329,625745,0,0.053,2015,,0
240329,624373,0,0.02,2011,,0
240329,339760,1,0.001,2009,,0
240329,68933,1,0.001,2011,,0
242741,709847,1,0.24,2002,2007.0,0
243421,712341,0,0.012,2015,,0
244355,712565,0,0.9,2002,,0
245496,624075,1,0.5,2012,,0
245759,651919,1,0.046,2014,,0
246499,739946,1,0.48,2004,2009.0,0
246499,479002,1,0.937,2001,,0
247494,705850,1,0.006,2003,,0
247494,634062,1,0.99,2013,,0
248375,227599,1,0.54,2000,,0
253845,664308,1,0.56,2007,,0
254064,729581,1,0.7,2007,2010.0,0
254064,683580,1,0.7,2007,2010.0,0
254064,677102,1,1.0,2001,,0
254064,633209,1,0.6,2005,2007.0,0
254064,631128,1,0.667,2007,2010.0,0
254064,152342,1,0.79,2001,,0
254282,726854,1,0.5,2008,2012.0,0
254282,720822,1,0.7,2005,,0
254282,692432,1,0.7,2005,,0
254282,673422,1,0.5,2009,2012.0,0
254282,270183,1,0.5,2008,,0
254282,245274,1,0.2,2005,,0
254282,232598,1,0.5,2008,,0
254282,185329,1,0.8,2008,,0
254282,71379,1,0.2,2008,,0
254550,736428,1,0.5,2014,,0
254550,660239,1,0.5,2013,,0
254550,282688,1,0.9,2014,,0
255362,726014,1,1.0,2002,,0
255362,688614,1,1.0,2008,,0
255362,680984,1,1.0,2008,,0
255362,678568,1,1.0,1999,,0
255362,654875,1,1.0,2011,,0
255362,651644,1,1.0,2015,,0
255362,195077,1,1.0,2011,,0
257650,725853,1,0.51,2012,,0
258784,658123,0,0.902,2009,,0
259296,440693,1,0.225,2011,,0
259303,273866,1,0.988,2004,,0
260088,291750,1,0.111,2013,,0
260088,218629,1,0.04,2012,,0
260088,27761,1,0.012,2010,,0
260427,679820,1,0.5,2013,,0
260427,662217,1,0.8,2013,,0
260427,7617,1,0.33299999999999996,1999,,0
262966,658122,0,0.5,2003,,0
263725,715467,1,0.995,2008,2014.0,0
264016,284027,1,0.55,2012,,1
265326,696619,0,0.25,2008,,0
267915,658382,0,1.0,2014,,0
269096,724571,1,0.5,2007,,0
269096,722874,0,0.65,2007,2012.0,0
269096,82014,1,0.27,2007,,0
269096,3250,1,0.25,2010,,0
270316,695073,1,0.55,2013,,0
270594,679089,0,1.0,2006,2008.0,0
270594,677631,0,0.6,2005,2006.0,0
270594,677608,0,0.534,2001,,0
270594,669725,0,1.0,2005,2010.0,0
270594,663399,0,0.6,2006,2012.0,0
270594,639803,0,0.985,2005,2008.0,0
270594,636250,0,1.0,2006,,0
272524,724633,1,1.0,2011,,0
272524,672588,1,1.0,2014,,0
275100,713617,1,0.5,2012,2015.0,0
275122,699498,1,0.005,2004,,0
275122,696530,0,0.7,2013,2014.0,0
275122,655472,0,0.6,2014,,0
275122,34710,1,0.4,2014,,0
275159,310191,1,0.5,2010,,0
277257,632975,0,1.0,1992,,0
277257,116170,1,0.99,2012,,0
277512,720199,0,0.9,2012,,1
277512,679672,0,1.0,2014,,1
277512,634899,1,1.0,2013,,1
277512,522371,1,1.0,2014,,1
278143,728443,0,1.0,2010,,0
278143,723557,0,0.5,2012,,0
278143,710231,0,1.0,2010,,0
278143,701332,1,0.7,2005,2009.0,0
278143,650670,1,0.7,2005,2008.0,0
278143,628243,0,0.4,2013,,0
278143,330436,1,1.0,1999,,0
282078,665582,1,0.833,2004,2006.0,0
284172,363445,1,1.0,2014,,0
284809,716212,1,1.0,2015,,0
284809,287484,1,1.0,2015,,0
286628,728365,1,1.0,2012,,0
287248,716800,0,0.95,2012,,0
287248,676130,0,0.8,2010,,0
287248,665649,0,0.267,2006,,0
287761,694062,0,1.0,1995,2004.0,0
288673,676597,0,0.4,2014,,0
289314,698769,1,0.071,1991,,0
289314,277027,1,0.525,2004,,0
289636,687070,1,1.0,1994,2011.0,0
289766,666081,1,0.1,2003,2007.0,0
289766,289766,1,0.643,1981,,0
291981,672960,0,0.8,2014,,0
291981,208780,1,1.0,2000,,0
294136,668417,1,1.0,2013,,0
294417,733007,1,0.5,2015,,0
294417,290960,1,0.9,2014,,0
296460,694142,1,0.3,2008,2013.0,0
297310,734128,1,0.49,2011,,0
297310,728983,0,1.0,2008,,0
297310,389518,1,0.49,2008,,0
297310,150627,1,0.49,2011,,0
297871,701987,1,0.49,2010,2012.0,0
298038,365458,1,0.124,2007,,0
298038,4358,1,0.05,2009,,0
298581,706953,1,0.35,2005,,0
298581,394113,1,1.0,1988,,0
299388,692643,1,0.3,2005,,0
299388,692156,1,0.3,2006,,0
299388,667567,1,0.3,2000,,0
299388,651803,1,0.3,2013,,0
300034,733325,0,0.12,2011,,0
300034,713202,0,0.5,2014,2015.0,0
300034,688609,0,0.2,2012,,0
300034,655061,0,0.35,2015,,0
300034,642576,0,0.5,2014,2015.0,0
300034,641467,0,0.5,2014,2015.0,0
300175,634221,1,1.0,2010,,0
300631,636238,0,0.9,2012,,0
300940,648943,0,0.10300000000000001,2013,,0
300940,299217,1,0.14300000000000002,2009,,0
307065,691152,0,0.49,2014,,0
307182,653154,0,0.05,2011,,0
307482,737945,0,1.0,2015,,0
307482,727669,1,1.0,2006,,0
307482,722497,0,0.95,2010,2013.0,0
307482,668662,1,0.4,2004,,0
307482,78493,1,0.35,2007,,0
308553,736421,0,0.49,2009,,0
308553,733078,0,1.0,2010,,0
308553,712470,0,0.51,2014,,0
308553,690927,0,1.0,2014,,0
308553,675710,0,0.99,2009,,0
308553,672145,0,0.9,2012,,0
308553,664096,0,0.7,2009,,0
308553,658288,0,0.4,2014,,0
308553,642436,0,0.51,2012,,0
308553,477966,1,1.0,2011,,0
312115,660842,0,0.99,2005,,0
313917,699801,0,0.99,2014,,0
313917,640277,1,1.0,2014,,0
315023,659783,1,1.0,2010,,0
316594,691926,0,0.51,2011,,0
316594,680855,0,1.0,2009,,0
318831,702414,1,0.49,2008,2014.0,0
320818,697150,0,0.01,2011,,0
320818,446975,1,0.0,2011,,0
320818,358634,1,0.01,2009,,0
322047,665150,0,0.413,2004,2004.0,0
322426,635004,1,0.25,2009,2011.0,0
323070,719862,1,0.988,2014,,0
323202,687458,1,0.2,2003,2006.0,0
323546,695071,1,0.1,2014,,0
323987,637523,0,1.0,2006,,0
323987,632104,0,1.0,2003,,0
324628,457503,1,1.0,1991,,0
325216,706090,0,0.01,2013,,0
327189,733826,1,1.0,2001,2012.0,0
327189,733273,1,1.0,1999,,0
327189,718106,1,1.0,2000,2012.0,0
327189,706157,1,1.0,2009,2012.0,0
