EID,WZCODE,RECRNUM,RECDATE,TARGET
189023,ZP02,40.0,2015-05,0
189196,ZP02,1.0,2015-01,0
189196,ZP03,4.0,2015-08,0
194080,ZP03,10.0,2015-08,0
197108,ZP02,3.0,2015-08,0
199287,ZP03,9.0,2015-08,0
200974,ZP02,1.0,2015-03,0
200974,ZP03,28.0,2015-06,0
203290,ZP02,35.0,2015-08,0
203290,ZP03,,2014-10,0
203309,ZP03,16.0,2015-03,0
207377,ZP02,12.0,2015-08,0
207377,ZP03,10.0,2015-08,0
208458,ZP02,13.0,2015-07,1
208458,ZP03,5.0,2015-06,1
208458,ZP01,,2014-12,1
208641,ZP02,6.0,2015-08,0
209793,ZP02,12.0,2015-08,0
209793,ZP03,14.0,2015-08,0
211446,ZP02,4.0,2015-04,0
211634,ZP02,50.0,2015-03,0
211634,ZP03,,2014-10,0
212259,ZP02,69.0,2015-08,0
212259,ZP03,52.0,2015-08,0
212323,ZP02,10.0,2015-08,0
212323,ZP03,7.0,2015-08,0
213227,ZP03,6.0,2015-01,0
213227,ZP01,,2014-09,0
214539,ZP01,17.0,2015-08,0
214539,ZP03,11.0,2015-08,0
216017,ZP03,6.0,2015-04,0
218012,ZP03,9.0,2015-06,0
218671,ZP02,2.0,2015-07,1
221086,ZP03,2.0,2015-03,0
222842,ZP02,14.0,2015-08,0
226599,ZP02,18.0,2015-08,0
226599,ZP03,12.0,2015-08,0
226599,ZP01,,2014-11,0
228040,ZP02,34.0,2015-08,0
228040,ZP03,14.0,2015-01,0
228461,ZP03,5.0,2015-08,0
228597,ZP01,6.0,2015-01,0
228597,ZP02,,2014-10,0
228952,ZP01,1.0,2015-02,0
228952,ZP03,,2014-11,0
228952,ZP02,,2014-12,0
229255,ZP03,7.0,2015-08,0
234044,ZP02,19.0,2015-04,0
234044,ZP03,13.0,2015-04,0
234740,ZP03,4.0,2015-05,0
237499,ZP01,10.0,2015-08,0
237960,ZP02,12.0,2015-08,0
242936,ZP01,1.0,2015-01,0
242936,ZP02,2.0,2015-06,0
242936,ZP03,6.0,2015-08,0
245586,ZP03,2.0,2015-08,0
247494,ZP03,6.0,2015-03,0
248810,ZP02,9.0,2015-05,0
249592,ZP03,5.0,2015-05,0
249945,ZP03,12.0,2015-08,0
249984,ZP03,5.0,2015-03,0
252594,ZP02,10.0,2015-08,0
255516,ZP03,4.0,2015-01,0
258784,ZP03,2.0,2015-08,0
259828,ZP02,12.0,2015-08,0
259828,ZP03,12.0,2015-08,0
259958,ZP03,2.0,2015-01,0
260093,ZP02,1.0,2015-03,0
260386,ZP02,8.0,2015-08,0
263600,ZP03,4.0,2015-08,0
263725,ZP02,26.0,2015-08,0
263725,ZP03,20.0,2015-07,0
264205,ZP02,15.0,2015-06,0
264743,ZP02,1.0,2015-08,0
266260,ZP02,7.0,2015-01,0
266260,ZP03,8.0,2015-08,0
266260,ZP01,,2014-12,0
266541,ZP02,2.0,2015-08,1
266541,ZP03,8.0,2015-06,1
267915,ZP03,8.0,2015-08,0
267964,ZP02,6.0,2015-08,0
269638,ZP01,73.0,2015-08,0
269638,ZP02,25.0,2015-06,0
269638,ZP03,28.0,2015-08,0
270316,ZP02,70.0,2015-08,0
270316,ZP01,,2014-11,0
272524,ZP03,45.0,2015-08,0
272524,ZP01,,2014-12,0
275655,ZP03,11.0,2015-04,0
275655,ZP01,,2014-12,0
277512,ZP01,52.0,2015-08,1
277512,ZP02,73.0,2015-08,1
277512,ZP03,61.0,2015-08,1
278143,ZP02,36.0,2015-08,0
278484,ZP03,6.0,2015-08,0
278657,ZP02,4.0,2015-08,0
280085,ZP02,14.0,2015-05,0
283945,ZP03,7.0,2015-06,0
284809,ZP02,45.0,2015-08,0
284809,ZP01,,2014-12,0
287248,ZP03,16.0,2015-06,0
287619,ZP02,8.0,2015-07,0
287619,ZP03,2.0,2015-03,0
289580,ZP03,3.0,2015-03,0
289636,ZP02,11.0,2015-06,0
292222,ZP03,19.0,2015-08,1
294136,ZP01,3.0,2015-08,0
294136,ZP02,118.0,2015-08,0
294136,ZP03,12.0,2015-07,0
294417,ZP02,24.0,2015-08,0
295735,ZP02,3.0,2015-08,0
295735,ZP03,1.0,2015-08,0
299594,ZP02,1.0,2015-08,0
299713,ZP03,2.0,2015-07,0
300175,ZP02,30.0,2015-08,0
300175,ZP01,,2014-12,0
301604,ZP01,2.0,2015-07,0
301604,ZP02,9.0,2015-08,0
301604,ZP03,6.0,2015-05,0
303017,ZP03,12.0,2015-03,1
304558,ZP02,22.0,2015-08,0
305768,ZP02,4.0,2015-03,0
307065,ZP02,13.0,2015-08,0
307482,ZP02,16.0,2015-08,0
309286,ZP02,6.0,2015-04,0
309548,ZP02,49.0,2015-08,0
309548,ZP03,58.0,2015-08,0
311198,ZP03,17.0,2015-05,0
312657,ZP02,7.0,2015-07,0
312657,ZP01,,2014-12,0
313917,ZP02,26.0,2015-08,0
313917,ZP01,,2014-12,0
313980,ZP01,6.0,2015-01,0
313980,ZP02,6.0,2015-02,0
315525,ZP02,6.0,2015-08,0
316262,ZP03,3.0,2015-08,0
316594,ZP02,53.0,2015-08,0
322440,ZP02,4.0,2015-04,0
326692,ZP02,7.0,2015-08,0
328584,ZP02,5.0,2015-04,0
332842,ZP02,9.0,2015-07,0
336607,ZP02,17.0,2015-07,0
338582,ZP03,2.0,2015-04,0
338639,ZP03,3.0,2015-03,0
341585,ZP02,9.0,2015-07,0
343254,ZP02,11.0,2015-08,0
346131,ZP02,70.0,2015-08,0
346131,ZP03,48.0,2015-08,0
346131,ZP01,,2014-11,0
347906,ZP03,13.0,2015-08,0
348667,ZP02,19.0,2015-08,0
348667,ZP03,17.0,2015-08,0
348667,ZP01,,2014-11,0
348986,ZP02,1.0,2015-08,0
350617,ZP02,6.0,2015-07,0
350617,ZP03,38.0,2015-08,0
350648,ZP02,4.0,2015-04,0
351414,ZP01,3.0,2015-01,0
351414,ZP02,116.0,2015-08,0
351414,ZP03,30.0,2015-07,0
351541,ZP01,46.0,2015-08,0
351541,ZP02,271.0,2015-08,0
351541,ZP03,,2014-09,0
355042,ZP01,154.0,2015-08,0
356047,ZP02,6.0,2015-08,0
359344,ZP02,24.0,2015-08,0
359344,ZP03,1.0,2015-08,0
362523,ZP03,4.0,2015-05,1
363870,ZP03,11.0,2015-08,0
365303,ZP03,3.0,2015-08,0
365303,ZP02,,2014-10,0
369233,ZP01,1.0,2015-07,0
369233,ZP02,40.0,2015-08,0
369233,ZP03,,2014-09,0
369638,ZP03,93.0,2015-08,1
369638,ZP02,,2014-09,1
375019,ZP02,1.0,2015-06,0
375049,ZP03,22.0,2015-08,0
375112,ZP03,1.0,2015-03,0
380204,ZP02,73.0,2015-08,1
381936,ZP03,6.0,2015-08,0
389267,ZP01,3.0,2015-07,0
390127,ZP03,1.0,2015-01,0
391256,ZP02,4.0,2015-04,0
391256,ZP03,5.0,2015-08,0
396987,ZP02,2.0,2015-04,0
399738,ZP02,2.0,2015-05,0
400064,ZP02,9.0,2015-08,0
402816,ZP03,3.0,2015-07,0
402981,ZP02,17.0,2015-08,0
404422,ZP03,8.0,2015-08,1
404945,ZP03,5.0,2015-06,0
405009,ZP02,9.0,2015-08,0
405265,ZP02,16.0,2015-08,0
405265,ZP03,12.0,2015-04,0
407685,ZP03,5.0,2015-05,0
412392,ZP03,4.0,2015-08,0
412392,ZP01,,2014-10,0
418133,ZP02,1.0,2015-01,0
418133,ZP01,,2014-11,0
420138,ZP02,9.0,2015-08,0
420138,ZP03,8.0,2015-08,0
420138,ZP01,,2014-09,0
420155,ZP01,3.0,2015-06,0
421448,ZP02,21.0,2015-08,0
431189,ZP02,1.0,2015-04,0
431189,ZP03,3.0,2015-05,0
437388,ZP01,1.0,2015-03,0
437715,ZP03,14.0,2015-07,0
438926,ZP02,57.0,2015-08,0
438926,ZP03,26.0,2015-08,0
439792,ZP03,8.0,2015-08,0
439938,ZP03,13.0,2015-07,0
445457,ZP03,9.0,2015-06,1
448597,ZP02,36.0,2015-08,0
449376,ZP02,2.0,2015-01,1
449376,ZP03,,2014-11,1
449590,ZP02,4.0,2015-08,0
452492,ZP02,1.0,2015-01,0
454486,ZP01,2.0,2015-06,0
454486,ZP02,7.0,2015-02,0
454486,ZP03,19.0,2015-08,0
458949,ZP03,1.0,2015-03,0
459607,ZP01,50.0,2015-08,0
459607,ZP02,137.0,2015-08,0
459607,ZP03,55.0,2015-08,0
460156,ZP03,9.0,2015-08,0
460967,ZP02,10.0,2015-08,0
461939,ZP02,16.0,2015-08,0
462291,ZP03,11.0,2015-07,0
462291,ZP01,,2014-09,0
465696,ZP02,8.0,2015-08,0
465696,ZP03,3.0,2015-03,0
470079,ZP02,2.0,2015-07,0
475070,ZP02,1.0,2015-01,0
475070,ZP03,,2014-12,0
475070,ZP01,,2014-10,0
477855,ZP02,17.0,2015-06,1
478406,ZP02,3.0,2015-08,0
479623,ZP02,4.0,2015-02,0
480800,ZP01,92.0,2015-08,0
480800,ZP02,372.0,2015-08,0
480800,ZP03,206.0,2015-08,0
480811,ZP02,1.0,2015-08,0
480811,ZP01,,2014-12,0
481505,ZP03,3.0,2015-03,0
485228,ZP02,5.0,2015-08,0
485228,ZP03,9.0,2015-08,0
485439,ZP02,8.0,2015-04,0
487999,ZP02,19.0,2015-08,0
488398,ZP02,5.0,2015-05,0
490679,ZP02,29.0,2015-08,0
491118,ZP01,6.0,2015-06,0
491118,ZP02,90.0,2015-08,0
491118,ZP03,47.0,2015-08,0
492707,ZP01,5.0,2015-06,0
492707,ZP02,7.0,2015-08,0
492707,ZP03,5.0,2015-05,0
492812,ZP02,4.0,2015-08,0
492812,ZP03,5.0,2015-06,0
496740,ZP02,15.0,2015-06,0
500226,ZP01,1.0,2015-07,0
500226,ZP02,51.0,2015-08,0
500226,ZP03,17.0,2015-08,0
501941,ZP02,60.0,2015-08,0
501941,ZP03,88.0,2015-08,0
502944,ZP02,56.0,2015-08,0
502944,ZP03,18.0,2015-08,0
502944,ZP01,,2014-09,0
504028,ZP01,17.0,2015-08,0
504028,ZP02,5.0,2015-06,0
504835,ZP02,7.0,2015-08,0
505462,ZP02,9.0,2015-07,0
506665,ZP03,29.0,2015-03,0
507143,ZP02,2.0,2015-08,0
507288,ZP02,12.0,2015-08,0
507288,ZP03,12.0,2015-08,0
507770,ZP01,71.0,2015-08,0
507770,ZP02,882.0,2015-08,0
507770,ZP03,87.0,2015-08,0
508126,ZP02,24.0,2015-08,0
508871,ZP01,2.0,2015-03,0
508871,ZP02,3.0,2015-02,0
510479,ZP02,12.0,2015-08,0
510479,ZP03,6.0,2015-06,0
510603,ZP03,5.0,2015-07,0
513358,ZP02,10.0,2015-08,0
515255,ZP02,1.0,2015-03,0
515255,ZP03,17.0,2015-03,0
515440,ZP02,3.0,2015-07,0
515609,ZP03,2.0,2015-07,0
516734,ZP02,9.0,2015-08,1
516734,ZP03,6.0,2015-08,1
517190,ZP01,26.0,2015-08,0
517190,ZP02,34.0,2015-08,0
517600,ZP02,72.0,2015-04,1
520991,ZP02,21.0,2015-08,0
521357,ZP01,7.0,2015-08,0
521357,ZP02,297.0,2015-08,0
521357,ZP03,86.0,2015-08,0
523006,ZP02,1315.0,2015-08,0
523006,ZP03,,2014-12,0
524064,ZP02,1.0,2015-07,1
524064,ZP03,5.0,2015-08,1
524270,ZP01,6.0,2015-07,0
524270,ZP02,18.0,2015-08,0
524270,ZP03,2.0,2015-05,0
526057,ZP03,1.0,2015-04,0
2956,ZP02,2.0,2015-01,0
4261,ZP02,5.0,2015-08,0
5167,ZP01,1.0,2015-06,1
5167,ZP02,28.0,2015-07,1
5167,ZP03,7.0,2015-04,1
6023,ZP03,12.0,2015-08,0
6023,ZP02,,2014-09,0
6102,ZP03,5.0,2015-08,0
6102,ZP02,,2014-12,0
6357,ZP02,2.0,2015-05,0
6586,ZP03,2.0,2015-06,0
6587,ZP03,8.0,2015-08,0
6918,ZP02,12.0,2015-03,0
7053,ZP02,14.0,2015-08,0
9325,ZP02,2.0,2015-07,0
10399,ZP03,35.0,2015-08,0
10820,ZP02,4.0,2015-05,1
12408,ZP03,11.0,2015-08,0
14579,ZP02,16.0,2015-08,0
14579,ZP03,,2014-11,0
17877,ZP02,4.0,2015-08,0
19542,ZP02,13.0,2015-06,0
19542,ZP03,6.0,2015-08,0
19579,ZP03,6.0,2015-08,0
22520,ZP03,10.0,2015-08,0
22618,ZP03,1.0,2015-04,1
22618,ZP01,,2014-12,1
23511,ZP02,236.0,2015-08,0
23993,ZP03,1.0,2015-07,0
24931,ZP03,2.0,2015-08,1
25118,ZP03,1.0,2015-05,0
27163,ZP02,194.0,2015-08,0
27163,ZP03,63.0,2015-08,0
27548,ZP02,1.0,2015-03,0
29399,ZP01,5.0,2015-08,0
29399,ZP02,87.0,2015-08,0
29399,ZP03,1.0,2015-03,0
32028,ZP02,3.0,2015-04,0
32028,ZP03,3.0,2015-04,0
34114,ZP03,3.0,2015-08,0
35167,ZP02,14.0,2015-05,0
35167,ZP03,,2014-10,0
36590,ZP02,3.0,2015-05,1
37093,ZP03,6.0,2015-08,0
39278,ZP03,13.0,2015-06,0
40852,ZP02,6.0,2015-08,0
41820,ZP02,28.0,2015-08,0
41820,ZP03,29.0,2015-08,0
42766,ZP02,2.0,2015-08,0
42766,ZP03,2.0,2015-03,0
44764,ZP02,90.0,2015-08,0
44764,ZP03,18.0,2015-05,0
46361,ZP03,13.0,2015-08,0
46722,ZP02,2.0,2015-06,0
46722,ZP03,5.0,2015-05,0
47264,ZP02,2.0,2015-01,0
47356,ZP02,32.0,2015-05,0
47356,ZP03,,2014-11,0
50434,ZP03,3.0,2015-05,0
52833,ZP01,4.0,2015-02,0
52833,ZP02,531.0,2015-08,0
52833,ZP03,227.0,2015-08,0
54404,ZP02,68.0,2015-08,0
56880,ZP02,7.0,2015-08,1
58869,ZP02,14.0,2015-07,0
60367,ZP03,7.0,2015-07,0
60772,ZP03,7.0,2015-08,0
60772,ZP01,,2014-10,0
61469,ZP02,8.0,2015-03,0
61469,ZP03,3.0,2015-08,0
62949,ZP01,2.0,2015-01,0
62949,ZP02,1.0,2015-01,0
62949,ZP03,,2014-09,0
67014,ZP03,8.0,2015-07,0
67412,ZP03,2.0,2015-05,0
68821,ZP03,4.0,2015-08,0
68821,ZP01,,2014-10,0
70326,ZP02,1.0,2015-08,0
70524,ZP02,4.0,2015-06,0
70688,ZP03,4.0,2015-03,0
70688,ZP01,,2014-11,0
70692,ZP03,3.0,2015-08,0
71532,ZP01,8.0,2015-02,0
71532,ZP02,5.0,2015-04,0
71532,ZP03,53.0,2015-08,0
75539,ZP02,12.0,2015-01,0
75539,ZP03,8.0,2015-04,0
76627,ZP03,6.0,2015-08,0
77224,ZP02,290.0,2015-08,0
77224,ZP03,49.0,2015-08,0
77930,ZP02,7.0,2015-08,0
78962,ZP01,9.0,2015-07,0
78962,ZP02,27.0,2015-08,0
78962,ZP03,20.0,2015-08,0
79052,ZP03,5.0,2015-06,1
79424,ZP02,8.0,2015-07,0
79944,ZP02,15.0,2015-08,0
83296,ZP03,12.0,2015-08,0
84155,ZP02,26.0,2015-08,0
85764,ZP02,25.0,2015-08,0
87033,ZP02,24.0,2015-08,0
87033,ZP03,,2014-09,0
87325,ZP02,10.0,2015-04,0
87325,ZP01,,2014-09,0
92632,ZP03,3.0,2015-08,0
92901,ZP03,12.0,2015-03,0
92901,ZP02,,2014-12,0
94747,ZP02,32.0,2015-08,0
97117,ZP02,6.0,2015-08,0
99452,ZP02,76.0,2015-08,0
99452,ZP03,14.0,2015-03,0
99452,ZP01,,2014-11,0
99475,ZP01,60.0,2015-04,0
99944,ZP03,3.0,2015-05,0
99944,ZP02,,2014-12,0
100743,ZP02,1.0,2015-08,0
100743,ZP03,6.0,2015-07,0
101458,ZP03,9.0,2015-08,0
101764,ZP02,2.0,2015-01,0
101764,ZP03,,2014-12,0
102808,ZP01,1.0,2015-06,0
102808,ZP02,25.0,2015-08,0
103581,ZP02,10.0,2015-05,0
105464,ZP02,1.0,2015-08,0
105464,ZP03,12.0,2015-08,0
106442,ZP01,2.0,2015-08,0
108679,ZP02,1.0,2015-07,0
110153,ZP02,1.0,2015-05,0
110696,ZP01,15.0,2015-08,0
110696,ZP02,11.0,2015-08,0
110696,ZP03,1.0,2015-07,0
110812,ZP02,1.0,2015-05,0
112127,ZP02,3.0,2015-03,0
112127,ZP03,2.0,2015-08,0
112807,ZP01,9.0,2015-08,0
112807,ZP02,37.0,2015-08,0
112807,ZP03,37.0,2015-08,0
117558,ZP01,2.0,2015-06,0
117558,ZP02,19.0,2015-03,0
117558,ZP03,37.0,2015-08,0
120934,ZP02,29.0,2015-07,0
120934,ZP01,,2014-12,0
122308,ZP03,2.0,2015-08,0
122399,ZP02,12.0,2015-08,0
122399,ZP03,2.0,2015-08,0
122582,ZP03,19.0,2015-08,1
122965,ZP03,4.0,2015-08,0
123348,ZP02,62.0,2015-08,0
128501,ZP02,6.0,2015-08,0
130325,ZP02,12.0,2015-08,0
130325,ZP03,1.0,2015-08,0
130364,ZP02,30.0,2015-08,0
130938,ZP02,6.0,2015-06,0
130938,ZP03,2.0,2015-07,0
131168,ZP01,11.0,2015-08,0
131168,ZP02,62.0,2015-08,0
131168,ZP03,44.0,2015-08,0
133333,ZP02,4.0,2015-08,0
133382,ZP03,12.0,2015-08,0
133746,ZP02,3.0,2015-07,0
135085,ZP03,5.0,2015-04,0
136561,ZP03,4.0,2015-08,0
137371,ZP02,10.0,2015-05,0
138005,ZP02,8.0,2015-08,0
141225,ZP02,11.0,2015-05,0
141864,ZP02,3.0,2015-04,1
142204,ZP02,6.0,2015-08,1
142895,ZP01,3.0,2015-08,0
142895,ZP02,62.0,2015-08,0
142895,ZP03,36.0,2015-08,0
143999,ZP02,59.0,2015-06,1
148545,ZP02,15.0,2015-07,1
153227,ZP02,86.0,2015-08,0
153227,ZP03,26.0,2015-08,0
153379,ZP03,3.0,2015-04,0
153871,ZP02,39.0,2015-08,0
153871,ZP03,5.0,2015-07,0
153871,ZP01,,2014-12,0
154522,ZP02,6.0,2015-08,0
154522,ZP03,49.0,2015-08,0
157926,ZP01,2.0,2015-02,0
157926,ZP03,3.0,2015-07,0
157926,ZP02,,2014-12,0
159165,ZP03,7.0,2015-07,0
159165,ZP01,,2014-10,0
161418,ZP02,13.0,2015-01,0
161541,ZP02,17.0,2015-08,0
161541,ZP03,2.0,2015-04,0
163130,ZP03,1.0,2015-03,0
163926,ZP01,2.0,2015-08,0
163926,ZP02,,2014-09,0
164913,ZP01,5.0,2015-07,0
164913,ZP02,31.0,2015-01,0
164913,ZP03,50.0,2015-07,0
165143,ZP02,31.0,2015-08,0
165143,ZP03,,2014-10,0
165156,ZP02,2.0,2015-01,0
165156,ZP03,2.0,2015-04,0
166721,ZP03,7.0,2015-04,0
167048,ZP02,9.0,2015-08,0
169677,ZP01,10.0,2015-07,0
170278,ZP03,25.0,2015-08,0
175382,ZP02,17.0,2015-06,0
175382,ZP01,,2014-09,0
177092,ZP03,20.0,2015-08,0
178280,ZP02,12.0,2015-06,0
178280,ZP01,,2014-11,0
178280,ZP03,,2014-12,0
179775,ZP02,5.0,2015-06,0
181046,ZP02,4.0,2015-02,0
182312,ZP01,3.0,2015-08,0
182312,ZP03,9.0,2015-06,0
182312,ZP02,,2014-10,0
185738,ZP02,6.0,2015-08,0
186580,ZP01,3.0,2015-02,0
186580,ZP02,,2014-12,0
187508,ZP03,9.0,2015-08,0
189816,ZP03,2.0,2015-05,0
194521,ZP02,34.0,2015-08,0
194521,ZP03,20.0,2015-08,0
194531,ZP02,18.0,2015-08,0
194531,ZP03,6.0,2015-01,0
194920,ZP01,3.0,2015-08,0
194920,ZP02,31.0,2015-08,0
194920,ZP03,7.0,2015-04,0
195285,ZP02,1.0,2015-08,0
198605,ZP02,1.0,2015-01,0
198694,ZP02,10.0,2015-08,0
199589,ZP02,27.0,2015-08,0
199589,ZP03,27.0,2015-08,0
199861,ZP02,9.0,2015-08,0
201149,ZP02,1.0,2015-08,0
201583,ZP02,18.0,2015-08,0
205129,ZP02,29.0,2015-08,0
205129,ZP03,8.0,2015-08,0
205155,ZP03,5.0,2015-08,0
205155,ZP01,,2014-10,0
206926,ZP03,10.0,2015-06,0
207200,ZP02,32.0,2015-08,0
207200,ZP03,9.0,2015-07,0
207264,ZP03,3.0,2015-07,0
207278,ZP02,9.0,2015-08,0
207278,ZP03,8.0,2015-02,0
208440,ZP03,2.0,2015-04,0
208440,ZP02,,2014-09,0
210198,ZP02,23.0,2015-08,0
210198,ZP03,6.0,2015-08,0
210485,ZP01,22.0,2015-05,0
210485,ZP02,30.0,2015-08,0
210485,ZP03,18.0,2015-08,0
210666,ZP03,5.0,2015-08,0
210674,ZP03,12.0,2015-04,0
211558,ZP02,16.0,2015-08,0
213805,ZP02,6.0,2015-08,1
215259,ZP03,10.0,2015-08,0
217114,ZP02,11.0,2015-08,0
217114,ZP03,7.0,2015-08,0
219145,ZP01,2.0,2015-02,0
219145,ZP03,13.0,2015-08,0
219145,ZP02,,2014-12,0
219618,ZP02,48.0,2015-08,1
224853,ZP02,36.0,2015-08,0
224853,ZP03,34.0,2015-08,0
226440,ZP02,15.0,2015-08,0
226620,ZP03,5.0,2015-04,0
228048,ZP02,4.0,2015-01,1
228048,ZP03,,2014-12,1
228144,ZP03,2.0,2015-04,1
229715,ZP02,2.0,2015-08,0
230124,ZP01,2.0,2015-05,1
230214,ZP03,2.0,2015-08,0
231634,ZP02,15.0,2015-07,0
232072,ZP02,53.0,2015-08,0
232072,ZP03,40.0,2015-08,0
233730,ZP02,65.0,2015-08,1
236370,ZP02,38.0,2015-06,0
236370,ZP03,67.0,2015-05,0
236370,ZP01,,2014-11,0
238182,ZP01,1.0,2015-01,0
238182,ZP03,3.0,2015-01,0
238182,ZP02,,2014-10,0
239877,ZP02,10.0,2015-08,0
239877,ZP01,,2014-12,0
241282,ZP02,21.0,2015-08,0
241282,ZP03,10.0,2015-08,0
241564,ZP02,14.0,2015-08,0
245184,ZP01,2.0,2015-08,0
245184,ZP02,8.0,2015-07,0
248408,ZP03,6.0,2015-08,0
250131,ZP03,24.0,2015-08,1
251631,ZP01,12.0,2015-03,0
251631,ZP02,90.0,2015-08,0
251631,ZP03,73.0,2015-08,0
251805,ZP02,6.0,2015-04,0
252850,ZP02,1.0,2015-06,1
253966,ZP02,12.0,2015-04,0
253966,ZP03,11.0,2015-07,0
255416,ZP02,3.0,2015-01,0
255520,ZP03,11.0,2015-03,0
256103,ZP03,142.0,2015-07,0
256896,ZP03,1.0,2015-06,0
257430,ZP02,30.0,2015-08,0
257430,ZP03,20.0,2015-08,0
257597,ZP02,15.0,2015-08,0
260430,ZP01,5.0,2015-06,0
260430,ZP02,22.0,2015-08,0
260430,ZP03,3.0,2015-03,0
261193,ZP02,9.0,2015-01,0
261193,ZP03,18.0,2015-08,0
261193,ZP01,,2014-10,0
262857,ZP01,6.0,2015-07,0
262857,ZP02,43.0,2015-08,0
262857,ZP03,12.0,2015-04,0
263175,ZP01,5.0,2015-05,0
267242,ZP02,1.0,2015-07,0
267242,ZP03,,2014-09,0
269464,ZP02,30.0,2015-07,0
272137,ZP02,10.0,2015-05,0
272137,ZP03,5.0,2015-08,0
272288,ZP02,20.0,2015-08,0
272828,ZP02,1.0,2015-05,0
273201,ZP02,23.0,2015-08,0
273201,ZP03,3.0,2015-08,0
284687,ZP02,1.0,2015-03,0
287202,ZP02,14.0,2015-07,0
287202,ZP03,10.0,2015-08,0
288060,ZP03,1.0,2015-03,1
290451,ZP03,6.0,2015-01,0
291843,ZP03,12.0,2015-05,0
292250,ZP02,1.0,2015-08,0
292387,ZP03,4.0,2015-08,0
293421,ZP01,2.0,2015-01,0
293421,ZP02,6.0,2015-08,0
293949,ZP02,14.0,2015-08,0
293949,ZP03,9.0,2015-08,0
294670,ZP02,19.0,2015-08,1
295366,ZP02,3.0,2015-08,0
296062,ZP02,3.0,2015-08,0
296062,ZP03,24.0,2015-08,0
296373,ZP02,5.0,2015-06,0
296373,ZP03,10.0,2015-08,0
297926,ZP02,18.0,2015-08,0
301291,ZP02,14.0,2015-08,0
303331,ZP03,4.0,2015-04,0
308083,ZP02,7.0,2015-08,0
308847,ZP01,11.0,2015-08,0
309547,ZP03,8.0,2015-01,0
312166,ZP02,69.0,2015-08,0
312353,ZP03,6.0,2015-07,0
314429,ZP02,6.0,2015-08,0
314429,ZP03,,2014-12,0
314816,ZP02,39.0,2015-08,1
316634,ZP03,3.0,2015-04,0
318158,ZP01,10.0,2015-08,1
318158,ZP02,29.0,2015-08,1
318158,ZP03,25.0,2015-08,1
318163,ZP03,4.0,2015-06,0
318761,ZP03,1.0,2015-08,0
319358,ZP03,4.0,2015-08,0
319719,ZP03,4.0,2015-05,0
319962,ZP02,5.0,2015-08,0
320489,ZP02,1.0,2015-02,0
321596,ZP02,3.0,2015-08,0
323040,ZP02,12.0,2015-08,0
323040,ZP03,4.0,2015-08,0
325034,ZP02,8.0,2015-03,0
325034,ZP03,19.0,2015-08,0
325034,ZP01,,2014-09,0
329846,ZP03,26.0,2015-08,0
329846,ZP01,,2014-12,0
331190,ZP02,16.0,2015-08,0
331190,ZP03,15.0,2015-08,0
331612,ZP02,30.0,2015-08,0
332572,ZP02,18.0,2015-08,0
335114,ZP02,2.0,2015-03,0
335114,ZP03,,2014-11,0
338663,ZP02,3.0,2015-04,0
338717,ZP01,5.0,2015-08,0
338717,ZP02,3.0,2015-05,0
340339,ZP02,13.0,2015-08,0
340339,ZP03,7.0,2015-08,0
341129,ZP03,6.0,2015-07,0
341391,ZP03,7.0,2015-08,0
341972,ZP03,7.0,2015-08,0
342577,ZP02,3.0,2015-05,0
348272,ZP02,43.0,2015-08,0
349284,ZP02,15.0,2015-08,0
349698,ZP02,12.0,2015-08,0
351724,ZP02,4.0,2015-08,0
356327,ZP02,32.0,2015-08,0
356327,ZP03,21.0,2015-08,0
356327,ZP01,,2014-10,0
357290,ZP02,5.0,2015-05,0
357290,ZP03,2.0,2015-02,0
357290,ZP01,,2014-11,0
358254,ZP03,15.0,2015-05,0
358530,ZP02,10.0,2015-02,0
359428,ZP02,48.0,2015-06,1
361008,ZP01,6.0,2015-01,0
361008,ZP03,,2014-12,0
361969,ZP02,1.0,2015-07,0
362496,ZP02,9.0,2015-08,0
363194,ZP02,3.0,2015-07,0
364125,ZP02,13.0,2015-08,0
365537,ZP02,1.0,2015-05,0
369080,ZP01,1.0,2015-01,0
369080,ZP02,7.0,2015-08,0
369961,ZP02,3.0,2015-08,0
371421,ZP02,4.0,2015-08,0
372418,ZP02,4.0,2015-08,0
372418,ZP03,1.0,2015-03,0
373052,ZP02,5.0,2015-08,0
373052,ZP03,13.0,2015-08,0
373250,ZP02,20.0,2015-08,0
374386,ZP02,15.0,2015-08,0
374386,ZP03,4.0,2015-06,0
376935,ZP02,25.0,2015-07,0
377730,ZP02,170.0,2015-08,0
377730,ZP03,23.0,2015-08,0
378557,ZP02,101.0,2015-08,0
378557,ZP03,25.0,2015-08,0
380065,ZP02,13.0,2015-08,0
381120,ZP02,1.0,2015-02,0
381342,ZP01,1.0,2015-01,0
381342,ZP02,71.0,2015-08,0
381720,ZP01,22.0,2015-08,0
381720,ZP02,63.0,2015-08,0
381720,ZP03,28.0,2015-08,0
382058,ZP02,14.0,2015-05,0
384586,ZP03,4.0,2015-04,0
384586,ZP01,,2014-10,0
385033,ZP03,4.0,2015-08,0
386579,ZP03,6.0,2015-07,0
388000,ZP03,48.0,2015-08,0
388512,ZP02,4.0,2015-07,0
389647,ZP01,2.0,2015-08,0
389647,ZP03,11.0,2015-08,0
391197,ZP02,22.0,2015-08,0
391197,ZP03,7.0,2015-08,0
