EID,TYPECODE,DJDATE,IFHOME,TARGET
456950,5433919,2015-06,1,0
459723,4467393,2014-08,0,1
459723,4663078,2014-10,0,1
459723,4514067,2014-09,0,1
461180,4834190,2014-12,1,0
461180,4051976,2014-03,1,0
461180,4104832,2014-04,1,0
461180,4837584,2014-12,1,0
465559,5432175,2015-06,1,0
480751,4872163,2014-12,0,0
488723,4489151,2014-08,0,0
494672,4883558,2014-12,0,0
497074,3145033,2013-11,0,0
497399,5615160,2015-07,0,0
499681,5596663,2015-07,1,0
499681,4219233,2014-06,1,0
499681,5569515,2015-07,1,0
501141,5151578,2015-04,0,0
501141,3241301,2013-12,0,0
501141,3015424,2013-09,0,0
501141,3144358,2013-11,0,0
501141,4171526,2014-05,0,0
501141,5474927,2015-06,0,0
501141,4430821,2014-08,0,0
501141,4428135,2014-08,0,0
501141,4869927,2014-12,0,0
501141,5724337,2015-08,0,0
501141,4739140,2014-11,1,0
501141,5151799,2015-04,0,0
501141,4650156,2014-10,0,0
501141,5742950,2015-08,0,0
501141,4480705,2014-08,0,0
502051,3103231,2013-11,1,0
502051,3103288,2013-11,1,0
502051,4756941,2014-11,1,0
502051,5190786,2015-04,0,0
502051,4257693,2014-06,1,0
517354,4289743,2014-06,1,1
517354,4154791,2014-05,1,1
518141,4023651,2014-02,1,0
520882,4256824,2014-06,0,1
520882,5112823,2015-03,0,1
522139,4196830,2014-05,1,0
522139,5727681,2015-08,1,0
6076,4181478,2014-05,0,0
6076,5679096,2015-08,0,0
19238,3222408,2013-12,1,0
19238,5676457,2015-08,1,0
19238,4816206,2014-12,1,0
19238,4183860,2014-05,1,0
19238,4899160,2015-01,1,0
19874,3029023,2013-09,1,0
19874,4890658,2014-12,1,0
19874,4779747,2014-11,1,0
19874,5239484,2015-04,1,0
19874,4132013,2014-04,1,0
19948,5268400,2015-05,1,0
21240,3148764,2013-11,0,0
22866,5331006,2015-05,0,0
30959,4116273,2014-04,1,0
40433,3202285,2013-12,0,0
40433,3028208,2013-09,0,0
40433,4091280,2014-04,0,0
40433,4272527,2014-06,0,0
50257,5696496,2015-08,1,1
53033,4857408,2014-12,1,0
57660,4889634,2014-12,0,0
64262,4805764,2014-12,0,0
64262,5176612,2015-04,1,0
67182,5147668,2015-03,1,0
68148,5439968,2015-06,1,0
68148,5335788,2015-05,0,0
68148,4454055,2014-08,0,0
68148,3166169,2013-11,1,0
68148,5398343,2015-06,1,0
72057,4840715,2014-12,0,0
75798,3067677,2013-10,1,0
79493,3988216,2014-01,1,0
79493,5268562,2015-05,1,0
79493,3968618,2014-01,1,0
90668,5339062,2015-05,1,0
90668,4306817,2014-07,1,0
90668,5532195,2015-07,1,0
90668,5393826,2015-06,1,0
95652,5011421,2015-02,1,0
101516,5707625,2015-08,0,0
107486,5492855,2015-07,1,0
107486,5702654,2015-08,1,0
107486,4094838,2014-04,1,0
107486,5272274,2015-05,1,0
107486,4026477,2014-02,1,0
109137,5471535,2015-06,1,0
109610,4315227,2014-07,1,0
119285,5743749,2015-08,1,0
119285,4106243,2014-04,1,0
119367,5050933,2015-03,1,0
119367,5246877,2015-04,1,0
119367,4474754,2014-08,1,0
119367,4245382,2014-06,1,0
125224,4340610,2014-07,0,0
126120,2993459,2013-09,1,0
131286,4322315,2014-07,1,0
131286,5745024,2015-08,1,0
138901,4980177,2015-02,1,0
142910,3156627,2013-11,0,0
142910,4766356,2014-11,0,0
142910,4814192,2014-12,0,0
143322,4701931,2014-11,1,0
143322,4644991,2014-10,1,0
144877,3004397,2013-09,1,0
144877,3166685,2013-11,0,0
144877,4351071,2014-07,0,0
144877,5169401,2015-04,1,0
146420,3201225,2013-12,0,0
152226,5492855,2015-07,1,0
159392,3126718,2013-11,1,0
159392,4040391,2014-03,0,0
159392,4890810,2014-12,1,0
159392,4122013,2014-04,1,0
159392,5145243,2015-03,0,0
163172,5015179,2015-02,0,0
163172,3204949,2013-12,1,0
163172,2975633,2013-09,0,0
163172,5463291,2015-06,0,0
163172,5598715,2015-07,0,0
163172,4348523,2014-07,1,0
163172,5195841,2015-04,0,0
163172,4410517,2014-08,1,0
163172,4707312,2014-11,0,0
172941,4340676,2014-07,1,0
172941,5645158,2015-07,0,0
172941,4560377,2014-09,1,0
172941,4560381,2014-09,1,0
172941,4560379,2014-09,1,0
173578,3110543,2013-11,1,0
198505,3222408,2013-12,1,0
200484,4270581,2014-06,1,0
201540,4198281,2014-05,0,0
201649,4838057,2014-12,0,0
209305,4664068,2014-10,1,0
210726,4585761,2014-09,1,0
210726,4966303,2015-01,1,0
216351,3067316,2013-10,1,0
221295,2981576,2013-09,1,0
221295,5336688,2015-05,1,0
221295,4423751,2014-08,1,0
221295,4182501,2014-05,1,0
222165,4866180,2014-12,1,0
234574,4029723,2014-02,0,0
241381,3058712,2013-10,1,0
241381,3163864,2013-11,1,0
241381,3105669,2013-11,0,0
241381,3032853,2013-09,1,0
241381,3049346,2013-10,1,0
241381,5575205,2015-07,1,0
241381,5755366,2015-08,1,0
241381,5400443,2015-06,0,0
241381,5400602,2015-06,0,0
241381,3239781,2013-12,1,0
241417,3060115,2013-10,1,0
241417,3171090,2013-11,1,0
241417,5676616,2015-08,1,0
241417,3977887,2014-01,1,0
241417,5316745,2015-05,1,0
241417,4395034,2014-07,1,0
241417,5595350,2015-07,1,0
241417,4807159,2014-12,1,0
241417,4759338,2014-11,1,0
241417,3980499,2014-01,1,0
241417,5332537,2015-05,1,0
241417,4606587,2014-10,1,0
241417,4385551,2014-07,1,0
241417,4634803,2014-10,1,0
241417,5268583,2015-05,1,0
241417,4298788,2014-06,1,0
241417,5361050,2015-06,1,0
241417,3242672,2013-12,1,0
251022,3219821,2013-12,0,0
251022,4348126,2014-07,0,0
251022,4531759,2014-09,0,0
252364,5447511,2015-06,1,0
262939,4469274,2014-08,1,0
269054,5503492,2015-07,0,0
269054,4397785,2014-07,1,0
270148,5189846,2015-04,1,0
273205,4735310,2014-11,1,0
280313,5656913,2015-08,0,0
280313,5443795,2015-06,0,0
294392,3111365,2013-11,0,0
294392,3111365,2013-11,0,0
300492,4355798,2014-07,0,0
315534,4023651,2014-02,1,0
321303,5345480,2015-05,0,0
324930,5517392,2015-07,0,0
325802,4705164,2014-11,1,0
327096,4145132,2014-05,0,0
327379,5343208,2015-05,1,0
352795,5762358,2015-08,1,0
352795,4690897,2014-11,1,0
352795,5527489,2015-07,1,0
352795,4482437,2014-08,1,0
353831,4914945,2015-01,0,0
353831,4924449,2015-01,0,0
355223,5433251,2015-06,1,0
357880,3171344,2013-11,1,0
360230,5216210,2015-04,1,0
360230,4171416,2014-05,1,0
360230,4228989,2014-06,1,0
371458,5583057,2015-07,1,0
371458,4267218,2014-06,1,0
371458,4478960,2014-08,1,0
371458,4505767,2014-09,1,0
378271,5540840,2015-07,1,0
385428,4125108,2014-04,1,0
386468,3016261,2013-09,1,0
390373,4980598,2015-02,0,0
390373,5498138,2015-07,0,0
391143,3239152,2013-12,1,0
391560,5782197,2015-08,1,0
391560,5782075,2015-08,1,0
395712,4596433,2014-09,1,0
395712,4011059,2014-02,0,0
397609,5670653,2015-08,1,0
397609,5001480,2015-02,1,0
397688,3034987,2013-09,0,0
397688,3036663,2013-09,0,0
397688,4322105,2014-07,1,0
400931,3211883,2013-12,1,0
400931,5548365,2015-07,0,0
400931,4368127,2014-07,0,0
400931,5347514,2015-05,0,0
400931,4823974,2014-12,0,0
400931,4096049,2014-04,0,0
400931,4992947,2015-02,1,0
406651,3229842,2013-12,1,0
406651,4869903,2014-12,1,0
406651,4895002,2014-12,1,0
412953,4127678,2014-04,0,0
414430,4532279,2014-09,1,0
418175,5299097,2015-05,0,0
418175,5131599,2015-03,0,0
418175,5149380,2015-03,0,0
429372,4398785,2014-07,1,0
429372,4199329,2014-05,1,0
429372,4406485,2014-07,1,0
455048,3052457,2013-10,1,0
455048,3240068,2013-12,1,0
455048,3060881,2013-10,1,0
455048,3114644,2013-11,1,0
455048,3239703,2013-12,1,0
455048,3104640,2013-11,1,0
455048,3070993,2013-10,1,0
455048,3060908,2013-10,1,0
455048,3163862,2013-11,1,0
455048,3135342,2013-11,1,0
455048,3212498,2013-12,1,0
455048,3052458,2013-10,1,0
455048,3070286,2013-10,1,0
455048,3136116,2013-11,1,0
455048,3173801,2013-12,1,0
455048,3216561,2013-12,1,0
455048,3107472,2013-11,1,0
455048,2978401,2013-09,1,0
455048,3036797,2013-10,1,0
455048,3231577,2013-12,1,0
455048,3189429,2013-12,1,0
455048,3227992,2013-12,1,0
455048,3089928,2013-10,1,0
455048,3070316,2013-10,1,0
455048,5239069,2015-04,1,0
455048,4815103,2014-12,1,0
455048,4815043,2014-12,1,0
455048,4308030,2014-07,1,0
455048,4832717,2014-12,1,0
455048,4822386,2014-12,1,0
455048,4321691,2014-07,1,0
455048,4936180,2015-01,1,0
455048,4630898,2014-10,1,0
455048,4327491,2014-07,1,0
455048,5480204,2015-06,1,0
455048,4745558,2014-11,1,0
455048,5492855,2015-07,1,0
455048,4837326,2014-12,1,0
455048,5595380,2015-07,1,0
455048,4278733,2014-06,1,0
455048,5480169,2015-06,1,0
455048,4694963,2014-11,1,0
455048,4199514,2014-05,1,0
455048,4784752,2014-11,1,0
455048,4784748,2014-11,1,0
455048,4886554,2014-12,1,0
455048,4822383,2014-12,1,0
455048,5511169,2015-07,1,0
455048,4775769,2014-11,1,0
455048,4102453,2014-04,1,0
455048,4279469,2014-06,1,0
455048,4777813,2014-11,1,0
455048,4745530,2014-11,1,0
455048,4822435,2014-12,1,0
455048,4669026,2014-10,1,0
455048,5314587,2015-05,1,0
455048,5342404,2015-05,1,0
455048,4737171,2014-11,1,0
455048,5427286,2015-06,1,0
455048,4634869,2014-10,1,0
455048,4198494,2014-05,1,0
455048,5284227,2015-05,1,0
455048,4735307,2014-11,1,0
455048,4102910,2014-04,1,0
455048,4143919,2014-05,1,0
455048,4840366,2014-12,1,0
455048,4854505,2014-12,1,0
455048,4856034,2014-12,1,0
455048,4776047,2014-11,1,0
455048,4822387,2014-12,1,0
455048,4790311,2014-12,1,0
455048,4239617,2014-06,1,0
455048,4767930,2014-11,1,0
455048,4776044,2014-11,1,0
455048,5331596,2015-05,1,0
455048,4854510,2014-12,1,0
455048,5312375,2015-05,1,0
455048,4745531,2014-11,1,0
455048,5636392,2015-07,1,0
455048,4822385,2014-12,1,0
455048,4261390,2014-06,1,0
455048,4811787,2014-12,1,0
455048,4601565,2014-10,1,0
455048,4737130,2014-11,1,0
455048,4107221,2014-04,1,0
455048,4831891,2014-12,1,0
455048,4832663,2014-12,1,0
455048,5359127,2015-06,1,0
455048,4811783,2014-12,1,0
455048,5196073,2015-04,1,0
455048,5466914,2015-06,1,0
455048,4775767,2014-11,1,0
455048,4745534,2014-11,1,0
455048,5632605,2015-07,1,0
455048,4763863,2014-11,1,0
455048,4791060,2014-12,1,0
455048,4737460,2014-11,1,0
455048,5359125,2015-06,1,0
455048,4107094,2014-04,1,0
455048,4822377,2014-12,1,0
455048,4893376,2014-12,1,0
455048,4694967,2014-11,1,0
455048,4737182,2014-11,1,0
455048,4308589,2014-07,1,0
455048,4579189,2014-09,1,0
455048,4763861,2014-11,1,0
455048,4822430,2014-12,1,0
455048,4962594,2015-01,1,0
455048,4827845,2014-12,1,0
455048,4599715,2014-09,1,0
455048,4209014,2014-04,1,0
455048,4775764,2014-11,1,0
455048,4814897,2014-12,1,0
455048,5218420,2015-04,1,0
455048,4790053,2014-12,1,0
455048,4279992,2014-06,1,0
455048,4102775,2014-04,1,0
455048,5117466,2015-03,1,0
455048,4825622,2014-12,1,0
455048,5505489,2015-07,1,0
455048,4764157,2014-11,1,0
455048,4784869,2014-11,1,0
455048,4872690,2014-12,1,0
455048,4589472,2014-09,1,0
455048,3101497,2013-11,1,0
455048,4131812,2014-04,1,0
455048,4822431,2014-12,1,0
455048,4210431,2014-05,1,0
455048,4822436,2014-12,1,0
455167,5026123,2015-02,1,0
456523,4412002,2014-08,1,1
456523,4391121,2014-07,0,1
456523,4802156,2014-12,0,1
456523,4239477,2014-06,1,1
456523,4606395,2014-10,1,1
456523,4662524,2014-10,1,1
456523,4197177,2014-05,0,1
456523,5218408,2015-04,1,1
456523,5526878,2015-07,0,1
456523,4239473,2014-06,1,1
456523,4512690,2014-09,1,1
456523,5510897,2015-07,0,1
456523,5508282,2015-07,1,1
458908,5492855,2015-07,1,0
458908,5013052,2015-02,0,0
458908,4415672,2014-08,1,0
458908,3964974,2014-01,1,0
458908,5479380,2015-06,0,0
462570,3008238,2013-09,1,0
466593,3178963,2013-12,0,0
466593,3045274,2013-10,0,0
466593,3182646,2013-12,0,0
466593,3011420,2013-09,0,0
466593,5584267,2015-07,0,0
466593,3138393,2013-11,0,0
466593,4238618,2014-06,0,0
466593,5359044,2015-06,0,0
466593,3024669,2013-09,0,0
466593,5354387,2015-05,0,0
466593,5609507,2015-07,0,0
466593,5456654,2015-06,0,0
466593,4856960,2014-12,0,0
466593,3172337,2013-12,0,0
466593,3046671,2013-10,0,0
466593,5408744,2015-06,0,0
466593,5257047,2015-05,0,0
466593,5225261,2015-04,0,0
466593,4593116,2014-09,0,0
466593,4580712,2014-09,0,0
466593,4142673,2014-05,0,0
466593,5485053,2015-06,0,0
466593,5318254,2015-05,0,0
466593,4093814,2014-04,0,0
466593,4186400,2014-05,0,0
466593,4788287,2014-11,0,0
466593,4755524,2014-11,0,0
466593,4982823,2015-02,0,0
466593,5413748,2015-06,0,0
466593,5396365,2015-06,0,0
466593,4656699,2014-10,0,0
466593,4722511,2014-11,0,0
466593,4163245,2014-05,0,0
466593,4304438,2014-07,0,0
466593,5382608,2015-06,0,0
466593,4857934,2014-12,0,0
466593,4322047,2014-07,0,0
466593,4628334,2014-10,0,0
466593,4822747,2014-12,1,0
466593,4270082,2014-06,0,0
466593,5609755,2015-07,1,0
466593,4691942,2014-11,0,0
466593,4678222,2014-10,0,0
466593,5453474,2015-06,0,0
466593,5548229,2015-07,0,0
466593,4782812,2014-11,0,0
466593,4042544,2014-03,0,0
466593,4745763,2014-11,0,0
466593,3996966,2014-01,1,0
466593,4174133,2014-05,0,0
466593,5334085,2015-05,0,0
466593,4483744,2014-08,0,0
466593,5389300,2015-06,0,0
466593,5410399,2015-06,0,0
467782,3223373,2013-12,1,1
467782,5271388,2015-05,1,1
467782,5255155,2015-05,1,1
467782,5255323,2015-05,1,1
467782,5271387,2015-05,1,1
467782,4223029,2014-06,1,1
467782,5362400,2015-06,1,1
467782,4059763,2014-03,1,1
471333,5582097,2015-07,0,0
474576,5494177,2015-07,0,0
474576,4448981,2014-08,0,0
474576,4751777,2014-11,0,0
489562,2996084,2013-09,1,0
489562,2996084,2013-09,1,0
500667,5637264,2015-07,1,0
500667,4929911,2015-01,1,0
507171,5225101,2015-04,1,0
507171,4509027,2014-09,1,0
508640,3131294,2013-11,1,0
508640,4288879,2014-06,1,0
509670,3171076,2013-11,1,0
509670,3079137,2013-10,1,0
509670,4571176,2014-09,1,0
519830,3028979,2013-09,1,0
519830,3168815,2013-12,0,0
519830,5611251,2015-07,0,0
519830,3230606,2013-12,1,0
519830,4338692,2014-07,1,0
519830,4826851,2014-12,1,0
519830,5468147,2015-06,1,0
525549,5099700,2015-03,1,0
559,4273895,2014-06,1,0
8860,3239152,2013-12,1,0
9988,3019270,2013-09,0,0
9988,3149452,2013-11,0,0
9988,4944623,2015-01,1,0
9988,5627668,2015-07,0,0
9988,4898464,2015-01,0,0
9988,5506772,2015-07,0,0
9988,5186950,2015-04,0,0
9988,5407312,2015-06,0,0
9988,4992672,2015-02,1,0
9988,4114173,2014-04,1,0
9988,5295546,2015-05,0,0
9988,5075877,2015-03,0,0
9988,4271068,2014-06,0,0
9988,5550852,2015-07,1,0
9988,4970151,2015-01,0,0
9988,4137706,2014-04,0,0
9988,4869903,2014-12,1,0
12127,4050158,2014-03,1,0
12127,5785231,2015-08,1,0
24321,3057905,2013-10,1,0
26224,4747156,2014-11,0,0
26427,4891696,2014-12,0,0
26427,5454995,2015-06,1,0
38273,3219099,2013-12,0,0
38273,3052750,2013-10,1,0
38273,3014775,2013-09,1,0
38273,4026335,2014-02,1,0
38273,4474924,2014-08,1,0
38273,5242953,2015-04,1,0
38273,5789177,2015-08,1,0
38273,5331731,2015-05,1,0
38273,5326714,2015-05,1,0
38273,4007807,2014-01,1,0
38273,4413390,2014-08,1,0
38273,5671765,2015-08,1,0
38273,4365508,2014-07,1,0
38273,4909412,2015-01,1,0
38273,4545709,2014-09,0,0
38273,5483692,2015-06,1,0
38273,4344018,2014-07,1,0
38273,4866633,2014-12,1,0
38273,5444889,2015-06,1,0
38273,5202363,2015-04,1,0
38273,5260106,2015-05,1,0
38273,3988086,2014-01,1,0
38273,3973426,2014-01,1,0
38273,4095402,2014-04,1,0
38273,4068816,2014-03,1,0
38273,3219842,2013-12,1,0
38273,4096224,2014-04,1,0
45964,3119555,2013-11,0,0
45964,4642417,2014-10,0,0
48333,3988496,2014-01,1,0
48333,5492855,2015-07,1,0
48333,4938796,2015-01,0,0
52146,4609622,2014-10,0,1
52146,4026576,2014-02,0,1
52447,3197911,2013-12,1,0
52447,5732532,2015-08,1,0
55488,3989421,2014-01,1,0
55488,4021838,2014-02,1,0
60623,5423000,2015-06,1,0
61225,4392747,2014-07,1,0
77836,2972022,2013-09,1,0
77836,3011684,2013-09,1,0
77836,4974006,2015-01,1,0
82799,4201995,2014-05,1,0
84683,4631438,2014-10,1,0
89967,4232410,2014-06,1,0
89967,4477786,2014-08,1,0
89967,5146005,2015-03,1,0
89967,4396649,2014-07,1,0
95493,5012519,2015-02,1,0
117675,5152212,2015-04,1,0
119704,4062321,2014-03,1,0
119704,4400238,2014-07,1,0
121815,4381599,2014-07,1,0
135378,4385292,2014-07,1,1
135869,4597520,2014-09,0,0
135869,4792844,2014-12,1,0
135869,4266525,2014-06,1,0
138509,5569967,2015-07,1,0
138509,4851244,2014-12,1,0
138509,4899865,2015-01,1,0
138509,3979534,2014-01,1,0
138509,4817115,2014-12,1,0
139596,4883782,2014-12,0,0
139596,4257774,2014-06,0,0
139596,5458582,2015-06,0,0
139596,4884067,2014-12,0,0
139596,4775867,2014-11,1,0
139596,4229874,2014-06,0,0
148911,4895002,2014-12,1,0
151660,4387604,2014-07,0,0
151880,3163852,2013-11,1,0
151880,3113423,2013-11,1,0
151880,3140461,2013-11,1,0
151880,3057422,2013-10,1,0
151880,3135360,2013-11,1,0
151880,3164284,2013-11,1,0
151880,3082358,2013-10,1,0
151880,3009721,2013-09,1,0
151880,3043406,2013-10,1,0
151880,3072565,2013-10,1,0
151880,3163827,2013-11,1,0
151880,3106579,2013-11,1,0
151880,2998151,2013-09,1,0
151880,3209494,2013-12,1,0
151880,3173182,2013-12,1,0
151880,3218161,2013-12,1,0
151880,3044812,2013-10,1,0
151880,3101063,2013-11,1,0
151880,3104945,2013-11,1,0
151880,3241857,2013-12,1,0
151880,3051988,2013-10,1,0
151880,3046406,2013-10,1,0
151880,3126890,2013-11,1,0
151880,3100869,2013-11,1,0
151880,3066165,2013-10,1,0
151880,3079165,2013-10,1,0
151880,3090401,2013-10,1,0
151880,3231991,2013-12,1,0
151880,3065496,2013-10,1,0
151880,4031510,2014-02,1,0
151880,4881136,2014-12,1,0
151880,4779731,2014-11,1,0
151880,4104920,2014-04,1,0
151880,4438762,2014-08,1,0
151880,4307714,2014-07,1,0
151880,4785006,2014-11,1,0
151880,4102408,2014-04,0,0
151880,4103342,2014-04,1,0
151880,4103215,2014-04,1,0
151880,4143893,2014-05,1,0
151880,4107030,2014-04,1,0
151880,4144069,2014-05,1,0
151880,4205865,2014-04,1,0
151880,4025714,2014-02,1,0
151880,4454616,2014-08,1,0
151880,5065845,2015-03,1,0
151880,4815314,2014-12,1,0
151880,5184000,2015-04,1,0
151880,4104380,2014-04,1,0
151880,4970642,2015-01,1,0
151880,4196990,2014-05,1,0
151880,4779720,2014-11,1,0
151880,5150226,2015-04,1,0
151880,4944120,2015-01,1,0
151880,4762579,2014-11,1,0
151880,4830806,2014-12,1,0
151880,4832215,2014-12,1,0
151880,3967305,2014-01,1,0
151880,4588173,2014-09,1,0
151880,4197754,2014-05,1,0
151880,4827322,2014-12,1,0
151880,5026321,2015-02,1,0
151880,5044341,2015-03,0,0
151880,4821206,2014-12,1,0
151880,4767005,2014-11,1,0
151880,4102814,2014-04,1,0
151880,4534944,2014-09,1,0
151880,4209039,2014-04,1,0
151880,4438681,2014-08,1,0
151880,4626389,2014-10,1,0
151880,4125728,2014-04,1,0
151880,4908751,2015-01,1,0
151880,4260847,2014-06,1,0
151880,4995525,2015-02,1,0
151880,3995088,2014-01,1,0
151880,4865925,2014-12,1,0
151880,4902422,2015-01,1,0
151880,4915487,2015-01,1,0
151880,4657202,2014-10,1,0
151880,4831454,2014-12,1,0
151880,4248074,2014-06,1,0
151880,5085012,2015-03,1,0
151880,5008606,2015-02,1,0
151880,5107919,2015-03,1,0
151880,4198376,2014-05,1,0
151880,4199547,2014-05,1,0
151880,4973401,2015-01,1,0
151880,4423947,2014-08,1,0
151880,4208921,2014-04,1,0
151880,4633809,2014-10,1,0
151880,4675976,2014-10,1,0
151880,5004091,2015-02,0,0
151880,4239757,2014-06,1,0
151880,4912188,2015-01,1,0
151880,4383715,2014-07,1,0
151880,4205413,2014-04,1,0
151880,3175275,2013-12,1,0
151880,4873466,2014-12,1,0
151880,5222787,2015-04,1,0
155060,4159784,2014-05,1,0
157920,5074824,2015-03,1,0
157920,5003359,2015-02,1,0
157920,4997018,2015-02,1,0
157920,5033776,2015-02,0,0
157920,5671850,2015-08,0,0
165249,3118325,2013-11,1,0
165249,3091533,2013-10,1,0
165249,2996300,2013-09,1,0
173919,5479565,2015-06,0,0
173919,5587436,2015-07,0,0
173919,5696147,2015-08,0,0
173919,4473772,2014-08,0,0
173919,4470694,2014-08,0,0
173919,4154672,2014-05,1,0
173919,5697420,2015-08,0,0
173919,4626433,2014-10,1,0
174495,4691725,2014-11,1,0
178355,5233005,2015-04,0,0
178355,4047615,2014-03,0,0
178355,4959373,2015-01,1,0
179215,4451747,2014-08,0,0
179725,5423799,2015-06,0,0
181937,3197628,2013-12,0,0
181937,3203039,2013-12,0,0
181937,5475211,2015-06,0,0
181937,5117858,2015-03,0,0
181937,3226408,2013-12,0,0
181937,3243769,2013-12,0,0
181937,3225206,2013-12,0,0
181937,5366673,2015-06,0,0
181937,3021023,2013-09,0,0
181937,3179059,2013-12,0,0
181937,4113818,2014-04,0,0
181937,4616726,2014-10,0,0
181937,3980667,2014-01,0,0
181937,5779074,2015-08,0,0
181937,5135995,2015-03,0,0
181937,4326581,2014-07,0,0
181937,4968767,2015-01,0,0
181937,5689717,2015-08,0,0
181937,4217365,2014-06,0,0
181937,3990312,2014-01,0,0
181937,4596114,2014-09,0,0
181937,3971874,2014-01,0,0
181937,4968760,2015-01,0,0
181937,5520782,2015-07,0,0
181937,4266736,2014-06,0,0
181937,5779142,2015-08,0,0
186565,3117189,2013-11,1,0
186565,4071279,2014-03,1,0
186565,5396015,2015-06,1,0
186565,4463606,2014-08,1,0
186565,4071284,2014-03,1,0
188250,3148010,2013-11,1,0
199903,4133418,2014-04,0,0
199903,5503246,2015-07,0,0
201656,5008229,2015-02,1,0
201656,4827077,2014-12,1,0
220244,3131423,2013-11,0,0
220244,3144191,2013-11,0,0
220244,4650957,2014-10,0,0
220244,4631810,2014-10,1,0
220244,4826051,2014-12,0,0
220244,5410831,2015-06,0,0
221429,4454366,2014-08,0,0
235167,4582135,2014-09,1,0
235930,3026685,2013-09,1,0
240754,3175041,2013-12,0,0
240754,3203775,2013-12,0,0
240754,3109308,2013-11,0,0
240754,4321394,2014-07,0,0
240754,4240014,2014-06,0,0
240754,5473859,2015-06,0,0
240754,3011632,2013-09,1,0
240754,3175130,2013-12,0,0
240754,4240194,2014-06,0,0
240754,3141004,2013-11,1,0
240754,5515026,2015-07,0,0
240754,4840222,2014-12,1,0
240754,3081797,2013-10,1,0
240754,3227225,2013-12,1,0
240754,3004586,2013-09,1,0
240754,3120461,2013-11,0,0
240754,3156500,2013-11,0,0
240754,3021660,2013-09,0,0
240754,4321395,2014-07,0,0
240754,3132833,2013-11,1,0
240754,3228094,2013-12,1,0
240754,3029240,2013-09,1,0
240754,4582607,2014-09,0,0
240754,4754011,2014-11,0,0
240754,3125399,2013-11,0,0
240754,3225157,2013-12,1,0
240754,3106068,2013-11,1,0
240754,5446223,2015-06,0,0
240754,2972738,2013-09,1,0
240754,3080668,2013-10,1,0
240754,5289663,2015-05,0,0
240754,3222856,2013-12,0,0
240754,4938350,2015-01,0,0
240754,3092192,2013-10,1,0
240754,3135007,2013-11,1,0
240754,3201123,2013-12,1,0
240754,3191852,2013-12,0,0
240754,3041503,2013-10,0,0
240754,4735338,2014-11,0,0
240754,5287029,2015-05,0,0
240754,4403797,2014-07,0,0
240754,4027427,2014-02,0,0
240754,5471602,2015-06,0,0
240754,5019853,2015-02,1,0
240754,4328350,2014-07,0,0
240754,4416025,2014-08,0,0
240754,5607839,2015-07,1,0
240754,4158341,2014-05,0,0
240754,5473616,2015-06,1,0
240754,4854265,2014-12,0,0
240754,4343693,2014-07,1,0
240754,4220745,2014-06,0,0
240754,4367189,2014-07,0,0
240754,4857132,2014-12,0,0
240754,5462351,2015-06,0,0
240754,4123309,2014-04,0,0
240754,4655382,2014-10,0,0
240754,4951005,2015-01,0,0
240754,4001157,2014-01,1,0
240754,4439910,2014-08,0,0
240754,4759131,2014-11,1,0
240754,4517672,2014-09,0,0
240754,4381755,2014-07,0,0
240754,5168750,2015-04,0,0
240754,4313602,2014-07,0,0
240754,5315984,2015-05,0,0
240754,4230848,2014-06,0,0
240754,5643981,2015-07,0,0
240754,5384215,2015-06,0,0
240754,4380008,2014-07,0,0
240754,4010322,2014-02,1,0
240754,4607125,2014-10,0,0
240754,4180100,2014-05,0,0
240754,4413314,2014-08,0,0
240754,4496203,2014-08,0,0
240754,4004244,2014-01,1,0
240754,4217942,2014-06,0,0
240754,4485781,2014-08,0,0
240754,4741867,2014-11,1,0
240754,4452500,2014-08,0,0
240754,5492753,2015-06,0,0
240754,4808683,2014-12,0,0
240754,4414072,2014-08,0,0
240754,4267775,2014-06,0,0
240754,5427668,2015-06,0,0
240754,4574639,2014-09,1,0
240754,4258152,2014-06,0,0
240754,4446159,2014-08,1,0
240754,4771057,2014-11,0,0
240754,5337317,2015-05,0,0
240754,4234942,2014-06,0,0
240754,4012621,2014-02,0,0
240754,4681872,2014-10,0,0
240754,5004529,2015-02,0,0
240754,4139776,2014-05,1,0
240754,4290985,2014-06,0,0
240754,4203743,2014-05,0,0
240754,4407906,2014-07,0,0
240754,4304716,2014-07,0,0
240754,4235039,2014-06,0,0
240754,5757325,2015-08,1,0
240754,5177702,2015-04,0,0
240754,5702812,2015-08,1,0
240754,4845101,2014-12,0,0
240754,4598330,2014-09,1,0
240754,3973420,2014-01,0,0
240754,5384323,2015-06,0,0
240754,4010409,2014-02,1,0
240754,4346891,2014-07,0,0
240754,5111966,2015-03,0,0
240754,5665609,2015-08,0,0
240754,3973223,2014-01,0,0
240754,4333034,2014-07,0,0
240754,4292975,2014-06,0,0
240754,4913841,2015-01,1,0
240754,5543238,2015-07,0,0
240754,4874874,2014-12,0,0
240754,4913845,2015-01,1,0
240754,4854270,2014-12,0,0
240754,4514646,2014-09,0,0
240754,4000487,2014-01,0,0
240754,5697892,2015-08,1,0
240754,5464217,2015-06,0,0
240754,4175419,2014-05,1,0
240754,5675184,2015-08,0,0
240754,5275325,2015-05,0,0
240754,4341677,2014-07,0,0
240754,5318012,2015-05,0,0
240754,3970915,2014-01,1,0
240754,4372525,2014-07,0,0
240754,4176747,2014-05,0,0
