EID,ALTERNO,ALTDATE,ALTBE,ALTAF,TARGET
168312,27,2013-10,115,145,0
168543,05,2014-06,10,500,0
169250,05,2015-01,10,100,1
170123,05,2015-06,50,2000,0
171419,05,2014-01,100,600,0
171419,27,2014-01,100,600,0
171453,05,2015-07,100,200,0
173269,27,2014-09,10,100,0
173269,05,2014-09,10,100,0
173835,05,2015-07,3,50,0
174131,05,2014-04,1000,5000,0
174131,05,2014-12,5000,10000,0
174439,05,2013-11,10,500,0
174439,27,2013-11,10,500,0
174594,05,2013-10,50,200,0
174594,27,2013-10,50,200,0
174999,05,2015-01,50,100,0
177493,05,2015-04,30,600,0
178809,05,2014-08,50,200,0
179258,05,2015-07,50,5000,0
180022,05,2013-12,100,105,0
180022,27,2013-12,100,105,0
180296,05,2015-05,431819.92,571819.92,0
180296,05,2014-02,285567.92,431819.92,0
180296,27,2014-02,285567.92,431819.92,0
180296,05,2015-05,431819.92,571819.92,0
180296,05,2014-02,285567.92,431819.92,0
180296,27,2014-02,285567.92,431819.92,0
180641,27,2013-09,10,100,1
180641,05,2013-09,10,100,1
181966,05,2014-08,10,500,0
183200,05,2014-03,50,1000,0
183275,27,2013-12,100,1000,0
183275,05,2013-12,100,1000,0
183496,05,2013-11,10,100,1
183496,27,2013-11,10,100,1
183899,05,2014-06,50,1000,0
184731,05,2015-05,50,1000,1
184932,05,2014-07,100,1000,0
187193,05,2014-03,20,50,1
187586,05,2014-07,10,500,1
188528,05,2014-05,20,100,0
188858,05,2014-03,50,100,1
193124,05,2014-11,100,150,0
193172,05,2015-03,3000,8000,0
194864,27,2013-12,10,25,1
195603,05,2015-07,100,500,1
195792,27,2014-01,5,25,0
195792,27,2014-01,5,25,0
196604,27,2013-12,30,60,0
196604,05,2013-12,30,60,0
197969,05,2014-01,100,2930.46,0
197969,27,2014-01,100,2930.46,0
203757,05,2015-05,50,1000,0
207289,27,2013-12,200,321,0
207289,05,2013-12,200,321,0
207289,05,2014-10,321,1321,0
207289,05,2015-03,1321,2321,0
209138,27,2014-02,10,20,0
209138,05,2014-02,10,50,0
210730,05,2014-08,20,200,0
211082,27,2014-02,10,60,0
211082,05,2014-02,10,60,0
211278,05,2013-11,50,300,0
211278,27,2013-11,50,300,0
213285,27,2013-11,1000,4750,1
213875,05,2015-05,50,200,1
213875,05,2014-12,10,50,1
215343,05,2014-08,10,50,0
215958,27,2013-09,510,1010,0
215958,05,2013-09,510,1010,0
215968,05,2015-07,200,2000,0
216004,27,2013-12,320,2000,1
216004,05,2013-12,320,2000,1
217207,27,2013-11,3,10,0
217207,05,2013-11,3,10,0
217207,05,2015-05,10,20,0
218976,05,2014-12,500,1001,0
221264,05,2015-06,50,100,0
221963,05,2015-02,3,50,0
222263,05,2014-10,100,500,0
223922,05,2015-05,100,1000,0
224242,05,2014-12,100,165.549,0
227207,05,2013-09,50,100,1
227207,05,2015-06,100,550,1
227207,27,2013-09,50,100,1
229617,05,2014-07,1000,1270,0
229617,05,2014-07,1000万元,1270万元,0
229617,05,2014-07,1000,1270,0
229617,05,2014-07,1000万元,1270万元,0
229989,05,2014-09,30,10000,0
229989,05,2014-09,30万元,10000万元,0
230029,05,2014-11,80,200,0
230771,05,2014-10,3,100,0
231471,05,2014-04,10,100,0
232642,05,2013-12,29,33,0
232642,05,2014-12,33,500,0
232642,27,2013-12,29,33,0
234087,05,2014-04,50,200,0
234810,05,2014-06,50,510,0
236385,05,2014-06,1000,5000,0
236385,27,2014-02,100,1000,0
236385,05,2014-02,500,1000,0
236649,27,2013-12,10,100,0
236649,05,2013-12,10,100,0
236655,05,2015-04,3,10,0
236683,05,2014-06,50,1100,0
237126,05,2014-06,100,500,0
238515,05,2014-10,40,100,0
238515,05,2014-08,30,40,0
242588,27,2014-01,10,300,0
242588,05,2014-01,10,300,0
242702,05,2014-10,200,500,0
244391,05,2015-07,100,1000,0
244478,05,2015-02,10,1068,0
245825,05,2014-06,50,200,0
246975,05,2015-03,20,100,0
246975,05,2015-04,100,1000,0
248081,05,2014-11,1500,1595.74,0
248284,05,2015-03,3,200,1
248480,05,2013-10,10,200,0
248480,27,2013-10,10,200,0
248852,05,2015-08,50,300,0
250112,05,2015-05,50,625,1
250400,05,2014-12,50,200,0
252739,05,2014-04,100,600,0
253063,05,2015-05,100,1350,0
253337,05,2015-03,10,200,1
254891,05,2014-04,10,100,0
257317,05,2015-08,50,150,0
257685,05,2015-02,3,100,0
258898,05,2015-06,2000,6000,0
259569,05,2014-02,50,1000,0
259569,27,2014-02,50,1000,0
260117,05,2014-12,50,500,1
260117,05,2015-03,500,50,1
260391,05,2015-05,10,10000,0
265568,05,2013-09,200,210,0
265568,27,2013-09,200,210,0
265594,05,2015-01,100,200,0
270795,05,2015-08,100,1100,0
271367,05,2014-06,10,16.67,0
271979,05,2014-12,50,508,0
275014,05,2015-05,500,588.2353,0
275014,05,2015-05,500万元,588.2353万元,0
275014,05,2015-05,500,588.2353,0
275014,05,2015-05,500万元,588.2353万元,0
275093,05,2014-06,30,100,0
276895,05,2015-07,10,500,0
278469,05,2014-07,30,100,0
283265,05,2014-06,50,500,0
284379,05,2014-04,3,100,0
284381,27,2013-09,10,200,1
284381,05,2013-09,10,200,1
284522,05,2014-09,10,600,1
284655,27,2013-10,1033.6,5168,0
284850,05,2013-12,51,60,0
284850,27,2013-12,51,60,0
284866,05,2014-11,10万元,100万元,0
286564,05,2015-01,10,100,1
289047,05,2014-12,10,200,0
289931,05,2014-04,100,200,0
290207,27,2013-11,10,5000,0
290207,05,2013-11,10,5000,0
290236,05,2015-07,50,200,0
293582,05,2015-05,1000,4058.7549,0
293685,05,2015-06,30,500,0
294948,05,2014-07,100,1000,0
295738,05,2014-09,50,1189,0
295931,05,2014-11,100,300,0
296644,05,2014-09,200,1000,0
299418,05,2014-11,3,60,1
299500,05,2015-05,10,50,0
300325,05,2014-03,150,300,0
300325,05,2014-12,300,500,0
301372,05,2015-05,30,200,0
302653,05,2015-04,100,300,1
302653,05,2015-04,100万元,300万元,1
302653,05,2015-04,100,300,1
302653,05,2015-04,100万元,300万元,1
303339,27,2013-09,450,454.5455,0
303339,05,2014-04,454.5455,514.541,0
303339,05,2013-09,450,454.5455,0
303518,05,2014-11,10,100,0
304731,05,2015-04,1000,5000,0
307571,05,2013-11,10,500,1
307571,27,2013-11,10,500,1
308649,05,2014-03,100,1000,0
310245,05,2014-06,100,2000,0
310648,05,2015-05,1168,56,0
310648,05,2014-06,56,1168,0
310648,05,2014-06,56万元,1168万元,0
310648,05,2015-05,1168万元,56万元,0
310648,05,2015-05,1168,56,0
310648,05,2014-06,56,1168,0
310648,05,2014-06,56万元,1168万元,0
310648,05,2015-05,1168万元,56万元,0
310649,05,2014-05,30,60,0
310917,05,2014-05,500,5000,0
311014,05,2015-01,100,2000,0
313731,27,2013-09,120,475.6,0
313731,05,2013-09,120,508,0
314476,05,2015-06,10,1000,0
315416,05,2014-12,3,100,0
316270,05,2015-04,80,450,0
317872,05,2014-01,60000,65000,0
317872,27,2014-01,60000,65000,0
318653,05,2015-06,50,100,0
318653,05,2015-06,50万元,100万元,0
318653,05,2015-06,50,100,0
318653,05,2015-06,50万元,100万元,0
319553,05,2014-10,200,700,0
319822,05,2015-08,50,100,0
320865,05,2014-10,50,100,1
323755,05,2014-07,100,468,0
326699,27,2013-12,30,500,0
326699,05,2013-12,30,500,0
329100,05,2015-01,3,100,0
329301,05,2014-01,50,100,1
329301,27,2014-01,50,100,1
330119,05,2014-08,100,300,0
330884,05,2015-07,50,200,0
333072,05,2014-08,30,1000,0
336113,05,2015-07,10,7,1
336773,05,2014-09,50,100,0
336773,05,2014-09,50万元,100万元,0
336773,05,2014-09,50,100,0
336773,05,2014-09,50万元,100万元,0
338035,05,2014-07,3,500,1
340179,05,2014-06,50,5050,0
340314,27,2013-09,15.1,20,0
340314,27,2013-09,15.1万元,20万元,0
340314,27,2013-09,15.1,20,0
340314,27,2013-09,15.1万元,20万元,0
345142,05,2014-05,10,200,1
345600,05,2015-06,30,120,0
346011,05,2015-05,50,1000,0
347497,05,2015-04,100,1000,0
348587,05,2015-07,1000,1500,0
349180,05,2014-10,1020,2000,0
351059,05,2014-12,200,1000,0
353101,05,2014-09,500,1000,0
353780,05,2014-03,3,500,1
354053,05,2014-07,50,200,0
354053,05,2015-01,200,300,0
356571,05,2014-04,50万元,100万元,0
357426,27,2014-02,0,50,0
359135,05,2015-07,10,200,0
359552,05,2015-02,50,200,0
361420,05,2015-04,10,300,0
362217,27,2013-11,300,1000,1
363622,05,2015-04,100,200,0
363622,05,2014-04,10,100,0
364808,05,2015-01,100,500,0
365272,05,2015-02,1000,1500,0
365542,05,2015-06,6,50,0
369596,27,2014-01,10,500,0
369596,05,2014-01,10,500,0
370152,05,2015-04,10,200,0
370551,05,2014-11,50,100,0
370924,05,2015-02,50,300,0
370978,05,2015-03,100,300,0
371696,05,2015-06,100,300,0
372143,05,2015-01,100,500,0
372625,05,2014-10,10,8000,0
373601,05,2014-06,2070.24,1000,1
373601,05,2014-04,1070.24,2070.24,1
375177,05,2013-12,300,490,0
375177,27,2013-12,300,490,0
376429,05,2014-11,50,300,0
377148,05,2014-07,3,1000,0
377617,27,2014-02,1000,3000,1
377617,05,2014-02,1000,3000,1
378058,05,2015-07,300万元,500万元,0
378404,27,2013-11,10,100,0
378404,05,2013-11,10,100,0
378404,27,2013-11,10万元,100万元,0
378404,05,2013-11,10万元,100万元,0
378404,27,2013-11,10,100,0
378404,05,2013-11,10,100,0
378404,27,2013-11,10万元,100万元,0
378404,05,2013-11,10万元,100万元,0
380016,05,2015-06,30,100,0
381864,05,2015-06,80,580,0
382737,05,2015-02,10,50,0
383271,05,2013-11,20,100,0
383271,27,2013-11,20,100,0
385361,05,2015-08,320,1000,0
387239,05,2014-09,100,500,0
387811,27,2014-01,10,1000,0
387811,05,2014-01,10,1000,0
391378,05,2015-07,50,300,0
391956,05,2014-04,100,12,0
391956,27,2013-12,20,100,0
392313,05,2014-05,2000,4000,0
392337,05,2014-12,50,1000,0
393662,05,2014-07,30,200,0
396308,05,2015-08,3,1000,0
396470,27,2013-11,20,100,0
396934,05,2015-01,100,1000,0
397361,05,2015-05,100,300,0
397532,05,2014-07,10,500,1
398249,05,2014-11,30,200,1
399508,05,2015-08,50,1500,0
403385,05,2015-02,100,1000,0
404875,05,2014-04,3500,10000,0
405504,05,2014-03,50,300,1
405792,05,2014-10,50,508,0
406146,05,2015-06,300,750,1
406733,05,2014-07,10,100,1
407113,05,2014-04,10,110,1
407984,05,2015-07,500,568.5,1
409092,05,2015-04,10,100,0
409288,05,2015-01,50,300,0
409917,05,2015-02,250,318.2143,0
412718,05,2015-06,50,200,0
415630,05,2015-07,20,500,0
415941,05,2013-09,150,189.1518,0
415941,27,2013-09,150,189.1518,0
416417,27,2014-01,20,100,0
416417,05,2014-01,20,100,0
417543,27,2013-11,1000,3000,0
417543,05,2015-06,3000,5300,0
417543,05,2013-11,1000,3000,0
417593,05,2015-05,10000,30000,0
418145,05,2014-09,3,50,1
418145,05,2015-06,50,100,1
419999,05,2014-04,10,200,0
420043,05,2013-09,10,100,0
420043,27,2013-09,10,100,0
420615,05,2015-08,100,5100,0
421643,05,2014-12,10,100,0
422809,05,2015-05,100,200,0
423379,05,2014-05,50,300,1
423647,05,2014-10,10,500,0
424840,05,2014-09,310,1033.333333,0
424840,05,2014-09,310万元,1033.333333万元,0
424840,05,2014-09,310,1033.333333,0
424840,05,2014-09,310万元,1033.333333万元,0
425156,05,2015-06,500,1000,0
425259,05,2014-10,50,100,1
426942,05,2015-03,10,100,0
431282,05,2014-12,100,500,0
436553,05,2014-04,50,100,0
436990,05,2014-07,50,200,0
440829,05,2014-11,50,500,0
440852,05,2015-07,10,8000,0
441346,05,2015-07,10,500,0
441940,05,2014-08,20,100,0
445543,27,2013-09,1700,2000,0
445543,05,2013-09,1700,2000,0
447065,05,2015-04,50,100,0
451940,05,2015-06,5,500,0
453716,05,2014-08,5,100,0
455837,05,2014-04,10,100,0
455837,05,2014-04,10万元,100万元,0
455837,05,2014-04,10,100,0
455837,05,2014-04,10万元,100万元,0
459212,05,2015-04,1500,2000,0
461089,05,2013-11,1000,10000,0
461242,05,2015-08,200,600,0
465833,05,2014-11,10,610,0
467618,05,2015-05,101,108,0
467732,05,2013-11,2500,4900,0
467732,27,2013-11,2500,4900,0
467805,27,2014-01,13,16,0
467805,27,2013-10,9.5,13,0
467805,05,2014-01,13,28,0
468428,05,2014-09,50.05,180,0
470154,05,2014-01,100,800,0
470154,27,2014-01,100,800,0
470732,05,2015-07,20,528,0
471556,05,2015-04,0.1,20,0
471678,05,2015-07,50,550,0
472339,05,2015-07,10,500,1
476942,05,2014-12,10,500,0
477788,05,2014-11,100,150,1
478721,05,2014-05,3,100,0
479202,27,2013-12,10,200,0
479202,05,2013-12,10,200,0
479723,05,2015-07,110,1000,0
479970,05,2014-02,10,100,0
479970,27,2014-02,10,100,0
481285,05,2013-09,500,600,0
481285,27,2013-09,500,600,0
482646,05,2014-11,100,5000,1
483232,05,2014-12,300,2000,0
483232,05,2014-12,300,2000,0
483824,05,2015-07,50,500,0
484352,05,2014-11,500,3000,0
485194,27,2013-09,10,50,0
485194,05,2013-09,10,50,0
487345,05,2014-05,3,300,0
488310,05,2014-04,30,100,0
489748,05,2014-09,20,50,1
490817,05,2015-07,1000,10000,0
490832,05,2015-04,50,180,0
491597,05,2015-06,600,5000,0
491719,27,2013-11,380,504,0
491719,05,2013-11,380,1000,0
495898,05,2015-04,100,200,0
497265,05,2013-11,30,40,0
497265,27,2013-11,30,40,0
497332,05,2015-02,10,100,0
498741,05,2015-01,20,100,0
498893,27,2013-11,700,1000,1
498893,27,2013-10,20,700,1
498893,05,2014-05,1000,1500,1
498893,05,2013-10,20,1000,1
500108,05,2015-08,100,1000,0
500920,05,2014-05,500,10000,0
500920,05,2014-02,2000,500,0
500935,05,2014-05,10万元,12.5万元,0
502739,05,2014-08,115,1000,0
503614,05,2014-01,20,200,0
503614,27,2014-01,20,200,0
503614,05,2014-01,20万元,200万元,0
503614,27,2014-01,20万元,200万元,0
503614,05,2014-01,20,200,0
503614,27,2014-01,20,200,0
503614,05,2014-01,20万元,200万元,0
503614,27,2014-01,20万元,200万元,0
505216,05,2014-08,50,1000,0
505778,05,2015-03,10,50,0
506105,05,2015-03,100,1000,0
509122,05,2014-04,150,500,0
509122,05,2014-03,30,150,0
509264,05,2015-04,50,550,0
509839,27,2013-10,800,1200,0
509839,05,2013-10,800,1200,0
509839,05,2014-08,1200,2500,0
510337,05,2015-05,30,40,0
510601,05,2014-09,10,100,1
511934,05,2014-09,30,100,0
513208,05,2015-04,10,100,0
513642,05,2015-05,100,300,1
513647,05,2014-12,50,1000,0
516191,05,2015-05,5000万元,10000万元,0
516191,27,2013-12,3500万元,5000万元,0
519923,05,2015-06,50,500,0
521481,05,2014-06,10,200,1
521862,05,2015-07,50,100,0
521863,05,2015-06,5000万元,20000万元,0
524922,05,2015-03,10万元,11.1111万元,0
524922,05,2015-07,11.1111万元,100万元,0
525953,27,2014-01,200,1000,0
1398,05,2014-06,160,210,1
1398,05,2014-06,160万元,210万元,1
1398,05,2014-06,160,210,1
1398,05,2014-06,160万元,210万元,1
1537,27,2013-11,500,1000,0
1537,05,2013-11,500,1000,0
2679,05,2015-03,50,1000,0
3274,05,2014-09,30,100,0
4012,05,2015-05,100,500,0
5445,05,2014-09,10,200,0
6048,05,2015-06,50,200,1
7685,05,2014-06,20,50,0
7905,05,2015-08,300,1000,0
8019,05,2014-03,10,50,1
9308,05,2015-01,1000,1400,0
9526,05,2014-10,100,1000,0
12316,05,2014-09,10,10000,1
12350,05,2015-07,10,50,0
14719,05,2013-09,10,100,0
14719,27,2013-09,10,100,0
15841,05,2015-07,100,3000,1
15841,05,2014-07,10,100,1
17331,05,2014-05,50,500,1
19371,05,2014-11,200,5000,0
19371,05,2014-11,200万元,5000万元,0
19371,05,2014-11,200,5000,0
19371,05,2014-11,200万元,5000万元,0
19428,05,2015-01,10,100,0
20067,05,2014-04,200,1000,0
20588,05,2014-06,3,100,0
20617,05,2014-09,50,1000,0
20630,05,2014-10,20,1000,0
20761,05,2014-03,220,1000,0
21741,05,2015-04,99,500,1
21984,05,2014-07,50,1000,0
22137,05,2015-01,50万元,300万元,0
22137,05,2015-01,50万元,300万元,0
22320,05,2014-06,3,50,0
23683,05,2015-07,1000,2500,0
26938,05,2014-07,100,300,1
27789,05,2015-07,100,500,1
27789,05,2014-05,30,100,1
27795,05,2014-02,20,500,1
27795,27,2014-02,20,500,1
28252,05,2014-05,50,500,0
28371,05,2014-12,100,300,0
28489,05,2015-06,48218.9,69004.569813,1
30087,05,2015-05,240000,254800,0
30111,05,2014-10,100,1200,0
30155,05,2014-08,3,100,1
33772,05,2014-08,1000万元,1700万元,0
33772,05,2014-08,1000万元,1700万元,0
35611,05,2014-06,50,200,0
36960,05,2014-11,10,100,0
37936,05,2015-05,200,600,0
38401,05,2014-01,20,50,0
38401,27,2014-01,20,50,0
38445,27,2013-10,50,200,0
38445,05,2013-10,50,200,0
39532,27,2013-09,20,100,0
40186,05,2015-06,50,1000,0
40564,05,2015-03,30,100,0
41416,05,2014-05,1150,1380,0
41416,05,2014-11,1380,1580,0
41416,05,2015-08,1580,1780,0
43942,05,2015-01,15,75,0
44382,05,2013-11,50,100,0
44382,27,2013-11,50,100,0
45069,27,2013-12,20,100,0
45544,05,2013-11,10,3,0
46655,05,2014-10,200,500,1
47706,05,2015-01,30,500,0
47709,05,2015-05,50,1000,0
48388,05,2015-02,60,9600,0
49417,05,2014-12,50,500,0
49636,27,2013-09,10,100,0
49636,05,2013-09,10,100,0
51210,05,2015-08,110,1000,0
54150,05,2014-03,10,100,0
55721,27,2013-09,10,50,0
55721,05,2013-09,10,50,0
56070,05,2015-07,10,20,0
57210,05,2014-10,50,260,0
57771,27,2014-01,4260,5160,0
57771,05,2014-01,4260,5160,0
59546,05,2014-02,1001,2001,0
59546,27,2014-02,1001,2001,0
61984,05,2014-05,100,1000,0
62220,05,2014-12,50,500,0
62385,27,2013-11,80,100,0
63887,05,2014-04,10,50,0
64151,05,2015-05,200,500,0
64151,05,2015-05,200万元,500万元,0
64151,05,2015-05,200,500,0
64151,05,2015-05,200万元,500万元,0
64266,05,2015-03,20,200,0
67007,05,2015-04,50,100,0
67057,05,2014-09,50,120,1
68383,05,2014-11,10,100,0
68565,05,2014-06,50,500,0
68985,05,2015-02,50,100,1
69749,05,2015-02,50,100,0
70360,05,2014-08,30,100,0
74133,05,2015-07,100,1000,0
75793,27,2013-11,50,200,0
75793,05,2013-11,50,200,0
76661,05,2014-03,10,400,0
80074,05,2015-05,100,500,0
81705,05,2015-08,500,700,0
81705,05,2015-06,200,500,0
81705,27,2013-10,200,1000,0
81705,05,2015-06,2000,200,0
81705,05,2014-08,1000,2000,0
81862,05,2014-04,1000,10000,0
82259,05,2014-05,10,200,1
82497,05,2015-01,50,200,0
84308,05,2014-09,50,2000,0
86032,05,2013-12,10,500,0
86032,27,2013-12,10,500,0
86588,05,2013-11,10,50,1
86588,27,2013-11,10,50,1
88082,05,2014-07,10,100,1
89203,05,2015-03,50,60,0
92827,05,2015-05,3,200,0
97967,05,2015-03,100,300,0
99050,05,2014-05,100,500,0
99395,05,2015-03,50,600,0
100496,05,2015-07,50,500,0
103113,05,2015-08,10,100,0
103604,05,2015-04,30,500,0
104980,27,2013-12,290,360,0
104980,27,2013-12,290万元,360万元,0
104980,27,2013-12,290,360,0
104980,27,2013-12,290万元,360万元,0
107139,05,2014-06,3,2000,0
109544,05,2015-05,30,500,0
109544,05,2015-05,30万元,500万元,0
109544,05,2015-05,30,500,0
109544,05,2015-05,30万元,500万元,0
110365,05,2014-11,300,450,0
110678,05,2013-10,1000,1010,0
111262,05,2014-08,50,980,0
112744,27,2013-11,121.534829,300,1
112922,05,2015-03,100,1000,0
114314,05,2014-07,20,350,0
115146,05,2015-04,10,200,0
115232,05,2015-08,75,100,0
115354,05,2014-05,50,1000,0
115730,05,2015-07,10,100,0
118809,05,2014-04,100,800,0
119589,05,2015-08,300,10000,1
122026,05,2014-05,3,50,0
122026,05,2015-05,50,100,0
122258,05,2015-08,50,300,0
122850,05,2015-06,10,810,0
123327,05,2015-07,10,100,0
124473,05,2014-12,100,1000,0
128064,05,2014-12,180,930,0
128064,05,2015-08,930,1900,0
129070,05,2014-11,200,1200,0
131708,05,2014-08,500,5000,0
132230,05,2014-07,5000,50000,1
134202,05,2014-12,1000,200,0
134558,05,2014-06,100,105,1
134847,27,2013-09,200,444.4445,0
134847,05,2013-09,200,444.4445,0
135819,05,2014-07,110,1118,0
138104,05,2014-06,3,200,0
138157,05,2015-06,5000,5630,0
139372,05,2014-06,50,300,0
139524,05,2014-04,20,100,0
141298,05,2015-07,100,500,0
141765,05,2015-08,1000,5000,0
142405,05,2014-04,550,1000,0
142776,05,2014-01,50,500,1
142776,27,2014-01,50,500,1
142776,05,2014-12,500,10000,1
143422,05,2014-12,10,200,0
143515,27,2013-11,20,100,1
146246,05,2014-12,1222,3515,0
146246,05,2015-03,3515,5588,0
146828,27,2013-09,40,50,1
146828,05,2013-09,40,50,1
146887,05,2014-07,53,500,0
148737,05,2015-03,200,300,0
151772,05,2014-04,10,100,0
157183,05,2015-03,30,200,0
159479,05,2014-08,3,50,0
160602,27,2014-01,10,200,0
160602,05,2014-01,10,200,0
160602,27,2014-01,10万元,200万元,0
160602,05,2014-01,10万元,200万元,0
160602,27,2014-01,10,200,0
160602,05,2014-01,10,200,0
160602,27,2014-01,10万元,200万元,0
160602,05,2014-01,10万元,200万元,0
160708,05,2015-05,100,800,0
163189,05,2015-03,5,10,0
164122,05,2014-07,100,688,1
164532,05,2015-01,10,100,0
165384,27,2013-10,10,100,1
165384,05,2013-10,10,100,1
166782,27,2014-02,151,500,0
166782,05,2014-02,151,500,0
170043,05,2014-11,10,60,0
170144,05,2015-04,50,800,0
172057,05,2015-07,50,600,0
173501,05,2014-09,6000,10000,0
174110,05,2014-06,500,2800,0
174603,27,2014-01,10,50,0
174603,05,2014-03,50,100,0
174603,05,2014-01,10,50,0
175386,05,2014-08,500,15500,0
175386,05,2014-08,500,15500,0
176063,05,2014-12,11,200,0
177587,05,2015-02,200,600,0
178757,05,2015-04,50,500,0
179156,05,2015-02,500,5000,0
179156,27,2013-12,200,500,0
179156,05,2013-12,200,500,0
180918,05,2014-05,100,5100,0
181116,05,2014-06,100,150,1
181648,05,2014-07,10,510,0
182323,05,2015-07,1000,3000,0
184290,27,2013-12,30,100,0
185995,05,2014-04,50,500,1
186755,05,2015-07,200,50,0
187343,05,2013-11,50,200,0
187343,27,2013-11,50,200,0
188767,05,2014-03,10,50,0
189795,05,2015-07,600,666,0
189795,05,2014-09,50,600,0
197504,05,2014-09,100,888,0
197809,05,2014-08,200,5000,0
198252,05,2015-06,100,1000,1
203098,05,2014-07,118,1000,0
203225,27,2013-10,50,100,0
203225,05,2013-10,50,100,0
204157,05,2014-07,120,200,0
205661,05,2015-08,50,300,0
208734,05,2014-07,50万元,300万元,0
210998,05,2014-08,1000,10000,1
211204,05,2015-04,10,200,0
212203,05,2015-02,3,600,1
213259,05,2014-04,3,50,0
215806,05,2014-06,50,600,0
216408,05,2015-07,3,300,0
217059,05,2015-01,100,1000,0
218089,05,2015-06,100,300,0
218770,05,2014-06,50,600,0
218791,05,2014-04,10万元,100万元,1
220813,05,2015-07,10,500,0
221774,05,2015-04,10,1000,0
221943,05,2015-03,100,200,1
221943,05,2015-03,100万元,200万元,1
221943,05,2015-03,100,200,1
221943,05,2015-03,100万元,200万元,1
222222,27,2013-12,20,100,1
223738,05,2014-04,10,101,1
223760,05,2014-05,3,100,0
223943,05,2015-07,2352.9412,2452.9412,0
223943,05,2014-05,2000,2352.9412,0
226910,05,2015-04,50,100,0
232292,05,2015-06,10,200,0
234021,05,2015-06,100,500,0
234609,05,2014-09,3,60,0
234609,05,2015-03,60,100,0
234609,05,2014-09,3万元,60万元,0
234609,05,2015-03,60万元,100万元,0
234609,05,2014-09,3,60,0
234609,05,2015-03,60,100,0
234609,05,2014-09,3万元,60万元,0
234609,05,2015-03,60万元,100万元,0
236125,05,2014-04,14300,100,0
237609,27,2013-11,1200,1350,0
237609,05,2013-11,1200,1350,0
237609,05,2014-12,1350,2050,0
238173,05,2014-06,310000,345000,0
238395,05,2013-10,50,500,0
238395,27,2013-10,50,500,0
239203,05,2014-01,3,50,0
239203,27,2014-01,3,50,0
239600,05,2015-01,50,200,0
240025,05,2014-03,2000,2100,0
240025,05,2015-06,2210.5264,2908.5864,0
240025,05,2014-08,2100,2210.5264,0
240790,05,2015-06,300,1000,0
242892,05,2014-11,50,200,0
243201,05,2015-04,200,1000,0
243201,05,2014-03,50,200,0
243382,05,2013-11,10,200,1
243382,27,2013-11,10,200,1
245304,05,2014-12,10,100,0
246592,05,2015-04,10,625,0
247212,05,2014-11,50,150,1
248089,05,2014-11,10,160,0
248880,05,2014-06,50,500,0
249179,27,2014-01,1000,1010,0
249179,05,2014-01,1000,1010,0
251595,05,2013-11,10000,14040.404,0
252548,05,2014-11,10,100,0
255578,05,2015-05,10,100,1
255641,27,2013-12,1100,1300,0
255641,05,2013-12,1100,1300,0
255946,05,2015-05,50,500,1
257939,05,2014-12,3,20,0
258612,05,2014-08,40,1000,0
258774,05,2015-07,70,270,0
260339,27,2014-01,100,1000,0
260339,05,2014-01,100,1000,0
261451,05,2015-08,50,500,0
261694,05,2015-05,10,500,0
261748,05,2014-03,10,100,1
263322,05,2014-08,10,100,0
265050,05,2013-12,100,500,0
265050,27,2013-12,100,500,0
265698,27,2013-09,10,60,1
265698,05,2013-09,10,60,1
265763,05,2015-07,30,50,0
269835,05,2014-10,2500,2800,0
271545,27,2013-09,3,100,0
271545,05,2013-09,3,100,0
273175,05,2014-01,50,100,0
273175,27,2014-01,50,100,0
273175,05,2014-10,100,240,0
273422,05,2015-07,2000万元,2353万元,0
273462,05,2014-03,10,50,1
275243,05,2014-09,100,2000,0
275264,05,2015-03,100,3200,0
275285,05,2015-01,3,100,0
275970,05,2014-02,200,1000,0
275970,27,2014-02,200,1000,0
277205,05,2015-07,50,500,1
277892,05,2014-07,3,10,0
278275,27,2013-10,100,500,0
278275,05,2013-10,100,500,0
278680,27,2013-12,10,50,1
279172,05,2014-08,20,50,1
282134,05,2015-07,3000,3061.2245,0
282134,05,2015-06,1625,3000,0
282134,05,2015-05,1300,1625,0
282134,05,2013-11,100,1300,0
282134,27,2013-11,100,1010,0
283387,05,2014-09,10,500,0
283675,05,2014-08,10,50,1
284063,05,2014-12,50,500,0
287830,05,2013-09,50,10,1
287858,05,2015-07,50,51,0
288449,05,2014-03,50,300,0
289325,05,2015-03,500,2000,0
292113,05,2015-04,100,500,0
294676,05,2015-03,3,100,0
296857,05,2014-06,10,50,1
297894,05,2015-01,500,2000,0
299756,05,2015-05,508,1008,0
300107,05,2014-08,1000,5000,0
301566,27,2014-02,100,110,1
301566,05,2014-02,100,110,1
301933,05,2014-12,10,50,0
307249,05,2014-09,10,50,1
308598,27,2013-09,50,100,0
308598,05,2013-09,50,100,0
310656,05,2015-08,300,1000,0
310656,05,2014-07,100,300,0
311739,05,2014-03,10,5000,1
314361,05,2014-03,3,30,1
317247,27,2013-09,50,500,1
317247,05,2013-09,50,500,1
318941,05,2014-05,77,107,1
321156,05,2014-06,500,1000,0
321278,05,2015-04,10,100,0
321513,27,2013-10,50,100,0
322236,05,2014-03,200,800,0
322264,05,2014-06,200,1000,0
323325,05,2014-10,120,1000,1
323325,05,2014-10,120万元,1000万元,1
323325,05,2014-10,120,1000,1
323325,05,2014-10,120万元,1000万元,1
