EID,TYPECODE,LAWDATE,LAWAMOUNT,TARGET
321303,93541969,2014-12-01,57500,0
321303,102624007,2014-12-01,115000,0
326658,103928903,2015-07-01,238200,0
327024,66083944,2013-04-01,24900,0
327096,93813246,2014-12-01,17400,0
327096,97961441,2014-12-01,17000,0
327096,97961355,2014-12-01,18700,0
327096,93696502,2014-12-01,22000,0
327096,93696507,2014-12-01,19800,0
327096,93696511,2014-12-01,21600,0
333065,62141639,2013-04-01,23300,0
333065,42390468,2012-09-01,0,0
333065,61095064,2013-01-01,5000,0
333065,60942565,2013-03-01,13600,0
333065,75004715,2014-01-01,5200,0
337621,61163883,2013-04-01,17200,0
338334,81330749,2014-01-01,135200,0
342680,76441841,2014-01-01,5000,0
346586,107513074,2015-07-01,31100,0
346586,105314374,2015-07-01,31100,0
346586,104868056,2015-07-01,31100,0
346586,80144370,2014-05-01,82500,0
346586,99262384,2014-12-01,952800,0
346586,99042374,2014-12-01,45900,0
346586,91792198,2014-05-01,82500,0
346586,67778764,2013-09-01,127500,0
346624,100178581,2015-04-01,0,0
346624,75012085,2014-01-01,0,0
346624,61102626,2012-12-01,61200,0
346624,61800312,2013-05-01,0,0
346624,73338715,2013-07-01,6600,0
346624,76438052,2014-01-01,6000,0
346624,76455982,2014-02-01,0,0
347169,65599332,2012-12-01,28500,1
347169,60822618,2013-01-01,2243500,1
347169,65598844,2012-12-01,20800,1
347169,61094895,2013-01-01,336100,1
347169,60778825,2013-02-01,217500,1
347169,65598329,2012-12-01,45500,1
347169,65599127,2012-12-01,7100,1
348147,76427316,2014-01-01,31300,0
352303,98910289,2015-03-01,6500,0
352303,100691521,2015-04-01,4200,0
352795,13858526,2015-01-01,8600,0
352795,96732137,2015-01-01,8600,0
353031,70729789,2013-03-01,28100,0
353831,103049271,2014-12-01,20000,0
353831,93814860,2014-12-01,20000,0
360915,91875585,2014-04-01,70000,0
360915,79321776,2014-04-01,70000,0
377231,99270239,2015-03-01,32800,1
377231,100871274,2015-05-01,25000,1
377231,112486498,2015-05-01,25000,1
377231,107514518,2015-03-01,32800,1
377231,105024789,2015-03-01,32800,1
377231,111916836,2015-05-01,25000,1
380474,62156760,2013-03-01,139500,0
380474,99029763,2014-11-01,1750000,0
383730,96487254,2015-01-01,6400,1
383730,92543209,2014-05-01,6400,1
383730,81337531,2014-05-01,6400,1
385428,96509090,2014-12-01,29400,0
390388,96489483,2015-01-01,175500,0
393240,60285355,2013-01-01,270000000,0
393240,62250996,2013-06-01,39000000,0
395502,68139859,2013-05-01,692800,0
395502,42542282,2012-10-01,0,0
396242,97924590,2015-03-01,414500,0
410235,102527458,2015-06-01,75000,1
410235,110601326,2015-06-01,75000,1
413895,76455194,2014-03-01,19800,0
424657,75000989,2014-01-01,10000,0
431883,108950740,2015-04-01,90800,0
431883,85357849,2014-08-01,15000,0
431883,100523177,2015-04-01,90800,0
431883,92706873,2014-08-01,15000,0
433966,60916333,2013-03-01,1052100,0
433966,70560002,2012-10-01,1052100,0
438551,101819119,2015-05-01,6000,1
438551,103766657,2015-04-01,194400,1
438551,99572429,2015-04-01,194400,1
438551,108891084,2015-05-01,6000,1
447437,43063625,2012-10-01,91000,0
448891,91818258,2014-08-01,19000,0
448891,85276511,2014-08-01,19000,0
451995,61055243,2013-02-01,3600,0
451995,61055422,2013-02-01,2600,0
451995,73381643,2013-08-01,153800,0
451995,73324614,2013-08-01,187800,0
451995,61055427,2013-02-01,17600,0
454857,85272130,2014-08-01,3300000,0
454857,92706630,2014-08-01,3300000,0
459442,80341645,2014-01-01,733800,1
459442,104922340,2015-07-01,669800,1
459442,105312289,2015-07-01,669800,1
459442,104922350,2015-07-01,669800,1
459442,75076631,2014-01-01,733800,1
459442,73341650,2013-07-01,733800,1
461592,99098212,2015-03-01,0,0
461592,101543009,2015-03-01,0,0
471239,73344535,2013-11-01,1113500,0
471239,75076687,2014-01-01,1113500,0
471239,91815574,2014-01-01,1113500,0
471239,80341709,2014-01-01,1113500,0
474753,108911954,2015-07-01,35600,1
477731,61233461,2013-03-01,8800,0
480258,75009715,2014-01-01,12200,0
480258,75009714,2014-01-01,8200,0
480258,76509276,2014-03-01,91000,0
480258,91710013,2014-06-01,203900,0
480258,75009717,2014-01-01,8700,0
480258,75007803,2013-12-01,20800,0
480258,87368662,2014-06-01,203900,0
484152,98521765,2015-03-01,33300,0
486373,109148108,2015-01-01,400,0
495735,106926356,2015-08-01,322800,0
495735,109176884,2015-08-01,322800,0
506983,75021044,2013-12-01,6026900,0
506983,81304933,2013-12-01,6026900,0
2183,99912961,2015-04-01,34000000,0
12127,85045361,2014-06-01,3500,0
12127,104198442,2015-03-01,7000,0
12127,99273323,2015-03-01,7000,0
12127,97814957,2014-06-01,3500,0
18743,76459420,2014-03-01,13500,0
18743,76459431,2014-03-01,1600,0
18743,83573076,2014-03-01,13500,0
24321,99939209,2015-04-01,162100,0
24321,73930096,2013-08-01,12700,0
25965,106792928,2015-08-01,17914000,1
29544,96494461,2015-01-01,5300,0
29544,102976071,2015-01-01,4400,0
29544,96494568,2015-01-01,3300,0
29544,96494457,2015-01-01,2500,0
29544,103023239,2015-01-01,5300,0
29544,103023249,2015-01-01,5300,0
29544,103023331,2015-01-01,3400,0
29544,103023305,2015-01-01,3600,0
29544,96494453,2015-01-01,3000,0
29544,96494451,2015-01-01,8000,0
29544,103023318,2015-01-01,4100,0
29544,103023230,2015-01-01,1500,0
29544,96494520,2015-01-01,4700,0
29544,96492260,2015-02-01,3900,0
29544,103023280,2015-01-01,4100,0
29544,103023348,2015-01-01,11000,0
29544,96494522,2015-01-01,9300,0
29544,96494482,2015-01-01,6900,0
29544,103023256,2015-01-01,11800,0
29544,101481344,2015-01-01,3600,0
29544,101481304,2015-01-01,5300,0
29544,101481323,2015-01-01,4300,0
29544,101481301,2015-01-01,3600,0
43586,73357982,2013-08-01,13300,1
43586,73362140,2013-11-01,1000,1
43586,103033635,2014-12-01,19200,1
43586,100643734,2015-04-01,6300,1
43586,100643732,2015-04-01,2000,1
43586,100643725,2015-04-01,4300,1
43586,100643722,2015-04-01,6000,1
43586,97934196,2014-12-01,19200,1
48156,60431719,2013-01-01,1400000,1
48629,108953532,2015-05-01,12700,0
48629,101093177,2015-05-01,12700,0
48897,75739838,2014-03-01,650800,1
48897,110617345,2015-06-01,255300,1
48897,81463187,2014-06-01,650800,1
48897,81341166,2013-12-01,256900,1
48897,108925361,2015-07-01,110700,1
48897,76459365,2014-03-01,100200,1
48897,91871656,2014-06-01,650800,1
48897,104247891,2015-07-01,110700,1
48897,81341723,2014-03-01,100200,1
48897,75014366,2013-12-01,256900,1
48897,104417710,2015-07-01,25300,1
50754,44438745,2012-12-01,41600,0
54675,81324589,2014-05-01,10000,0
54675,97812423,2014-05-01,10000,0
54675,81385917,2014-05-01,94400,0
54675,91756384,2014-05-01,94400,0
54675,91756351,2014-05-01,10000,0
59223,76449653,2013-12-01,14200,0
65659,91691055,2014-09-01,116300,0
65659,101684725,2014-09-01,116300,0
65659,86798476,2014-09-01,116300,0
65659,99040524,2014-09-01,116300,0
70222,91686422,2014-06-01,37900,0
70222,86796008,2014-06-01,37900,0
73323,61740137,2013-05-01,60000,1
73323,62192968,2013-05-01,400000,1
76139,61634043,2013-04-01,22400,0
76139,67784073,2013-08-01,1300,0
76139,76426905,2013-12-01,16100,0
76139,76429427,2014-02-01,63800,0
76139,106520066,2015-08-01,0,0
76139,108836218,2015-08-01,0,0
76139,80067315,2014-02-01,61800,0
76139,73382774,2013-09-01,14200,0
76139,75059386,2014-02-01,61800,0
76139,97935530,2014-12-01,15700,0
76139,75019889,2013-12-01,3800,0
76139,81318572,2014-02-01,63800,0
76651,80295426,2013-11-01,30481800,0
76814,91709934,2014-06-01,11600,0
76814,87368637,2014-06-01,11600,0
76814,88461053,2014-10-01,19900,0
88352,91707893,2014-04-01,74600,0
92038,86298835,2014-09-01,348300,0
92038,91684587,2014-09-01,348300,0
102847,76444626,2014-03-01,38000,0
106025,103424778,2015-06-01,8800,0
108551,106072544,2015-08-01,3000,0
108551,104638265,2015-07-01,3000,0
108551,104914996,2015-07-01,3000,0
108551,108901817,2015-08-01,3000,0
117569,97190173,2015-02-01,27500,1
117569,91697316,2014-05-01,25700,1
117569,91695483,2014-01-01,20000,1
117569,93815594,2014-12-01,28800,1
117569,75071546,2014-01-01,20000,1
117569,93541226,2014-12-01,20700,1
117569,91877293,2014-10-01,8400,1
117569,61084859,2013-03-01,26500,1
117569,62120476,2013-05-01,14000,1
117569,61077289,2013-02-01,20000,1
117569,67903804,2013-06-01,14000,1
117569,73330140,2013-07-01,23300,1
117569,73330144,2013-07-01,31300,1
117569,87374357,2014-01-01,20000,1
117569,87375151,2014-05-01,25700,1
120501,67924240,2013-07-01,1800,0
120501,76450299,2014-01-01,2730000,0
132871,62097125,2013-01-01,12523200,0
132871,61073633,2013-02-01,20700,0
132871,61074414,2013-02-01,6000,0
132871,61434912,2013-03-01,4500,0
132871,61434766,2013-03-01,53600,0
132871,61434842,2013-03-01,4500,0
133100,60624843,2013-02-01,196000,0
133100,74999026,2013-12-01,196000,0
133100,96571254,2015-02-01,196000,0
133100,79949984,2013-12-01,196000,0
138378,10283630,2012-10-01,0,1
140091,98630077,2015-03-01,52000,0
140091,91812539,2014-07-01,30000,0
155108,72990170,2014-01-01,128500,1
155108,80315882,2014-01-01,128500,1
156426,87441013,2014-01-01,1362500,1
156426,75009595,2014-01-01,1362700,1
156426,91728967,2014-01-01,1362500,1
156426,75009587,2014-01-01,1362500,1
156426,85057168,2014-01-01,1362700,1
157524,74872320,2013-12-01,38200,0
163917,85044163,2014-04-01,309000,0
163917,97808798,2014-04-01,309000,0
181937,108769981,2014-12-01,6400,0
181937,97966792,2014-12-01,6400,0
184072,105311250,2015-07-01,30300,1
184072,104924291,2015-07-01,30300,1
184072,76444676,2014-03-01,8400,1
201627,60662043,2013-02-01,40000,1
201641,66079889,2012-09-01,7000,0
202406,106169918,2015-06-01,107900,1
202406,104938232,2015-06-01,107900,1
206591,73328082,2013-06-01,32300,0
206591,43231429,2012-10-01,15000,0
206591,62133635,2012-12-01,2700,0
206591,44331760,2012-10-01,149800,0
206591,91766849,2014-10-01,32400,0
206591,80147366,2014-05-01,189100,0
206591,87442533,2014-09-01,1060300,0
206591,97963223,2014-12-01,193900,0
206591,73328656,2013-09-01,391600,0
206591,108889461,2014-12-01,193900,0
206591,97783465,2014-09-01,1060300,0
206591,91731790,2014-09-01,1060300,0
206591,60522467,2013-01-01,17500,0
216376,67786865,2013-09-01,7000,0
223792,109592454,2015-08-01,318000,0
223792,104449265,2015-06-01,901500,0
230379,106065573,2015-08-01,0,0
230379,108951928,2015-08-01,0,0
235930,97932723,2014-12-01,301700,0
235930,101682559,2014-12-01,301700,0
239731,100177558,2015-04-01,15000,0
240754,106067164,2015-08-01,131300,0
246878,75003585,2013-12-01,1200,1
247875,73326138,2013-07-01,30300,0
247875,91911535,2014-08-01,20700,0
247875,85068635,2014-08-01,20700,0
252776,9303468,2015-04-01,908100,0
252776,100689989,2015-04-01,908100,0
255682,93516773,2014-12-01,2513600,0
255682,101549219,2015-05-01,3542200,0
255682,92140929,2014-11-01,6725700,0
255682,101549233,2015-05-01,1184200,0
275040,111917303,2015-07-01,7250100,0
275040,91747730,2014-10-01,8500000,0
275040,112487749,2015-07-01,7250100,0
275040,104247988,2015-07-01,1018600,0
275040,104247987,2015-07-01,511300,0
275040,111873166,2015-07-01,2532300,0
279752,99892393,2015-03-01,1779700,0
279752,108839098,2015-04-01,278800,0
279752,99971740,2015-04-01,278800,0
279752,106889602,2015-04-01,278800,0
284767,71984487,2013-12-01,1175200,1
287775,110616836,2015-01-01,542700,1
287775,100251750,2015-04-01,21200,1
287775,85059494,2014-06-01,177000,1
291252,81460295,2014-06-01,110000,0
291252,91782785,2014-06-01,110000,0
292411,87787229,2014-08-01,1082500,0
292411,99315572,2014-12-01,595900,0
292411,92537333,2014-12-01,962400,0
321122,105261447,2015-07-01,200000,0
321122,109168058,2015-07-01,200000,0
326516,99974268,2015-04-01,15000,1
326516,76433901,2013-12-01,7000,1
326516,75000065,2014-01-01,14900,1
326516,80325356,2014-01-01,14900,1
329949,42183296,2012-09-01,8000,0
335176,61232578,2013-04-01,75000,0
338702,94871950,2014-12-01,801600,0
344649,76448911,2014-01-01,93800,0
354474,88347266,2014-10-01,8800,0
357452,91684581,2014-09-01,80000,0
367687,62120373,2013-06-01,0,0
373389,108771266,2015-03-01,1006900,0
373389,99078706,2015-03-01,1006900,0
373389,100576246,2015-04-01,3635600,0
373953,85049040,2014-07-01,38000,0
373953,91760197,2014-07-01,38000,0
373953,85049042,2014-07-01,9700,0
373953,91760202,2014-07-01,9700,0
381914,103043659,2015-06-01,0,0
381914,103043696,2015-06-01,0,0
388710,80294518,2013-10-01,13900,1
393321,107680635,2015-06-01,44800,0
397259,91697655,2014-06-01,94000,0
397259,87375196,2014-06-01,94000,0
399334,106890245,2015-05-01,27900,1
399334,106890241,2015-05-01,13900,1
399334,102071088,2015-05-01,27900,1
399334,102071086,2015-05-01,135300,1
399334,102071084,2015-05-01,13900,1
399334,60005030,2013-01-01,19000,1
399334,108829323,2015-07-01,48900,1
399334,102071983,2015-05-01,32600,1
399334,104599859,2015-07-01,48900,1
399803,81339320,2013-12-01,6500,1
399803,75010256,2013-12-01,6500,1
404632,91787227,2014-09-01,21600,0
411062,98056896,2015-01-01,300000,1
411062,109048964,2015-01-01,300000,1
411778,92416196,2014-11-01,5500,0
420745,60229463,2012-12-01,15113100,1
420745,42755350,2012-10-01,0,1
420745,97785965,2014-11-01,33700,1
420745,93542375,2014-12-01,1277000,1
420745,101688814,2015-02-01,407500,1
420745,100721414,2015-04-01,2493900,1
420745,107682980,2015-02-01,407500,1
420745,112003354,2015-06-01,2394400,1
420745,98103698,2015-02-01,407500,1
420745,93700988,2014-12-01,586300,1
420745,85335649,2014-08-01,38100,1
420745,103064327,2014-12-01,1277000,1
420745,42755115,2012-10-01,0,1
420745,103064602,2015-03-01,1197000,1
420745,97927236,2015-03-01,1197000,1
420745,88366205,2014-10-01,44200,1
420745,67914128,2013-06-01,0,1
420745,98075508,2015-01-01,4213700,1
420745,92596085,2014-10-01,44200,1
420745,100385311,2015-04-01,1695800,1
422825,91912909,2014-10-01,38000,0
434909,91713122,2014-09-01,3500000,1
434909,87369499,2014-09-01,3500000,1
445923,110342926,2015-03-01,85700,0
445923,99069338,2015-03-01,85700,0
450375,85067477,2014-08-01,13100,0
451975,60000162,2013-01-01,1800,0
451975,60000128,2013-01-01,2900,0
455961,60156278,2013-01-01,259000,0
458313,99078648,2015-03-01,56800,0
460304,61092115,2013-03-01,6000,0
460634,74999789,2014-01-01,10100,0
460634,81334995,2014-01-01,10100,0
467586,103623857,2015-06-01,0,0
467586,103623854,2015-06-01,0,0
467586,103023075,2014-12-01,29897000,0
478045,91751560,2014-09-01,3800,0
478045,75068761,2014-02-01,4400,0
478045,91910882,2014-06-01,27500,0
484445,104759110,2015-06-01,7300,1
484445,110597389,2015-06-01,7300,1
484445,105217199,2015-06-01,7300,1
484445,97255288,2015-01-01,12300,1
484445,102518904,2015-06-01,7300,1
484445,112207564,2015-06-01,7300,1
484445,104378871,2015-06-01,7300,1
484445,96435564,2015-01-01,406800,1
484445,104833614,2015-06-01,7300,1
489528,108949404,2014-10-01,17800,0
490497,99080814,2015-03-01,800,0
496623,65818168,2013-05-01,502400,0
497001,42653635,2012-10-01,6900,0
497001,42653561,2012-10-01,17000,0
497001,42653540,2012-10-01,10800,0
497001,42653509,2012-10-01,19700,0
497001,65619503,2012-10-01,7500,0
497001,65621113,2012-12-01,0,0
497001,65620753,2012-11-01,0,0
497001,65620515,2012-12-01,0,0
497001,65619883,2012-11-01,0,0
497001,65620357,2012-11-01,0,0
497001,65621871,2012-11-01,0,0
497001,65619359,2012-10-01,7400,0
497001,65618645,2012-10-01,28300,0
497001,65618842,2012-10-01,3700,0
498733,76454352,2014-02-01,210000,0
507801,108983835,2014-07-01,64300,0
507801,67676036,2013-08-01,97800,0
507801,67930078,2013-06-01,98900,0
507801,61978279,2013-05-01,0,0
507801,61122548,2013-03-01,30000,0
507801,103038815,2013-05-01,0,0
509731,42633157,2012-10-01,3300,0
515036,98057620,2015-01-01,13600,0
518470,80154301,2014-05-01,3150000,0
519516,92542436,2014-12-01,2909600,0
519596,113212946,2015-01-01,5200,0
519596,113212950,2015-01-01,5200,0
522059,75059003,2014-01-01,42400,0
522059,81306459,2014-01-01,42400,0
1402,110585300,2015-07-01,40000,0
10961,104415143,2015-07-01,51100,0
10961,104525137,2015-07-01,51100,0
10961,105263727,2015-07-01,51100,0
11399,100527273,2015-04-01,7700,0
11399,98326618,2015-01-01,4600,0
11399,98326615,2015-01-01,10700,0
11399,105946691,2015-04-01,7700,0
14804,80136974,2014-05-01,288400,0
14804,91767257,2014-05-01,288400,0
15057,99026675,2014-09-01,9800,0
15057,91675007,2014-09-01,9800,0
15057,85551772,2014-09-01,9800,0
19284,60042471,2013-01-01,4500,0
24274,60477888,2013-02-01,308300,0
24274,60477895,2013-02-01,161600,0
25515,62290070,2013-05-01,39700,0
26844,75020599,2013-12-01,107100,0
26844,81304837,2013-12-01,107100,0
33640,60564485,2013-01-01,0,0
33640,70735990,2012-12-01,215800,0
34333,61774681,2013-05-01,0,1
34333,61331131,2013-04-01,0,1
34333,61378534,2013-04-01,0,1
34554,85045454,2014-06-01,24600,0
39647,83558069,2013-12-01,109100,0
39647,75021700,2013-12-01,109100,0
40094,83134618,2014-07-01,1100000,1
40094,81859413,2014-06-01,1100000,1
40094,67128623,2013-10-01,565700,1
44964,64263217,2013-03-01,36000,0
44964,67686035,2013-07-01,40700,0
44964,107677656,2015-01-01,30300,0
44964,91835514,2014-10-01,20400,0
44964,73328893,2013-10-01,222300,0
44964,62228905,2013-06-01,75900,0
51684,75016206,2014-01-01,168612200,0
51684,79514205,2014-01-01,168612200,0
51684,82512597,2014-06-01,2400000,0
53092,61302715,2013-04-01,4800,0
53092,61302324,2013-04-01,78600,0
73722,67903838,2013-06-01,3600,1
75603,72844094,2013-12-01,17800,0
75603,67786386,2013-09-01,8900,0
75603,60490584,2013-02-01,51200,0
75603,72844100,2013-12-01,13700,0
75603,72844097,2013-12-01,19200,0
75603,72844103,2013-12-01,17400,0
75603,72844098,2013-12-01,15600,0
80573,60997165,2013-01-01,471500,1
81022,62176760,2013-05-01,0,0
84647,61052398,2012-12-01,36000,0
84647,61842859,2013-03-01,12100,0
84647,75024272,2013-08-01,169200,0
84647,66086391,2013-05-01,7000,0
84843,101734235,2015-04-01,4074900,0
84843,100115390,2015-04-01,4074900,0
84843,108994250,2015-01-01,4775000,0
84843,104470640,2015-07-01,21864900,0
99252,102501616,2015-06-01,44300,0
99252,110590164,2015-06-01,44300,0
110069,72985612,2013-12-01,98000,0
110069,44280223,2012-10-01,67500,0
111416,99269659,2015-03-01,100900,1
111416,102071440,2015-05-01,100900,1
122376,85075197,2014-08-01,200000,0
122376,97821410,2014-08-01,200000,0
124952,113538258,2015-02-01,8200,0
124952,113494276,2015-02-01,473500,0
125148,106065456,2015-08-01,50500,0
125148,108813415,2015-08-01,50500,0
125148,108813408,2015-08-01,50500,0
125148,106065458,2015-08-01,50500,0
125148,106065450,2015-08-01,50500,0
134089,61181989,2013-04-01,400000,0
134089,97788058,2014-07-01,364900,0
134154,72818588,2013-12-01,136300,0
134154,80297145,2013-12-01,14000,0
134154,97803192,2013-12-01,136300,0
134154,80297195,2013-12-01,5700,0
134154,75020389,2013-12-01,14000,0
134154,91778442,2013-12-01,136300,0
134154,76426857,2013-12-01,76900,0
134154,75020457,2013-12-01,5700,0
142269,81306855,2014-01-01,3000,0
142269,35930416,2012-12-01,12300,0
142269,75059286,2014-01-01,3000,0
153257,91783790,2014-06-01,0,0
153257,108756639,2015-08-01,36000,0
153257,73353186,2013-10-01,11400,0
153257,105251147,2015-08-01,36000,0
153257,61047904,2012-12-01,800,0
163727,101091287,2015-05-01,21200,0
178844,60614943,2013-01-01,22874200,0
178844,91747971,2014-06-01,0,0
179888,85272452,2014-08-01,67500,1
179888,91858551,2014-08-01,67500,1
187192,104600251,2015-07-01,10327200,1
187192,99083139,2015-03-01,78500,1
187192,105252002,2015-08-01,42000,1
187192,103007542,2015-06-01,0,1
187192,99083143,2015-03-01,45000,1
187192,102623517,2015-06-01,0,1
187192,108816073,2014-12-01,7800,1
187192,108767179,2015-08-01,42000,1
188821,75005931,2013-07-01,441700,0
194790,108893132,2015-06-01,3000,0
195581,60543899,2013-01-01,8000,1
195581,61021542,2013-03-01,11300,1
199786,75064167,2014-01-01,5200,0
199786,97522952,2015-03-01,500,0
199786,76438902,2014-03-01,3000000,0
199786,91793596,2014-10-01,334000,0
199786,91793605,2014-10-01,561900,0
199786,91793610,2014-10-01,314500,0
199786,91793602,2014-10-01,373400,0
199786,91793615,2014-10-01,562000,0
199786,91793620,2014-10-01,373300,0
199786,91793634,2014-10-01,543900,0
199786,91793628,2014-10-01,562000,0
199786,93696013,2014-12-01,528600,0
200133,99046725,2015-01-01,200,0
207604,60147905,2013-01-01,4000,0
209589,85274492,2014-08-01,258900,0
209589,112411126,2015-06-01,120000,0
209589,96999922,2015-02-01,76000,0
209589,43128734,2012-10-01,11400,0
209589,43128506,2012-10-01,7700,0
209589,91665132,2014-08-01,258900,0
209589,112178222,2015-06-01,120000,0
210515,88715017,2014-11-01,18000,0
213275,93502136,2014-11-01,238000,0
215164,73354048,2013-10-01,67400,0
215164,73354046,2013-10-01,16300,0
218855,81338900,2014-04-01,28900,0
218855,75073060,2014-02-01,137700,0
218855,100469988,2015-04-01,67900,0
218855,101736263,2015-04-01,67900,0
218855,61773827,2013-05-01,5100,0
218855,108902292,2015-04-01,67900,0
226281,108889255,2015-06-01,57800,0
231866,70296875,2013-12-01,317600,1
231866,64331937,2013-06-01,172100,1
231866,61691630,2013-01-01,549600,1
231866,60642010,2013-01-01,8777300,1
231866,87816239,2014-09-01,303300,1
231866,87816237,2014-09-01,504800,1
231866,60674671,2013-03-01,504800,1
231866,70300541,2013-12-01,494000,1
231866,87816241,2014-09-01,2177100,1
231866,60674688,2013-03-01,172100,1
231866,60674644,2013-03-01,27100,1
235447,99047399,2014-12-01,685300,0
236281,91850952,2014-11-01,13500,0
236281,91917109,2014-11-01,13200,0
236281,91917105,2014-11-01,6100,0
236281,92420411,2014-11-01,13300,0
236281,97771599,2014-11-01,13200,0
236281,78312157,2014-05-01,161200,0
236281,92420343,2014-11-01,13200,0
238803,61611953,2013-04-01,1000,0
239854,42299174,2012-09-01,24900,0
240489,67902698,2013-07-01,407800,0
246901,101355802,2015-05-01,5900,0
248875,85272039,2014-08-01,2700,0
248875,91662844,2014-08-01,2700,0
254814,79625669,2014-02-01,5000,1
254814,61903005,2013-05-01,4566700,1
254814,42635762,2012-09-01,408000,1
254814,79644391,2014-03-01,1258000,1
254814,76455161,2014-03-01,1258000,1
254814,75013402,2013-10-01,1900000,1
254814,62220754,2013-06-01,0,1
254814,67908108,2013-06-01,0,1
254814,67908100,2013-06-01,0,1
254814,67908059,2013-06-01,0,1
254814,67908052,2013-06-01,0,1
254814,67908043,2013-06-01,0,1
254814,67908055,2013-06-01,0,1
254814,67908048,2013-06-01,0,1
254814,67908045,2013-06-01,0,1
254814,67908041,2013-06-01,0,1
254814,62139244,2013-04-01,2960400,1
254814,60681667,2013-03-01,508800,1
254814,101092156,2015-05-01,22000,1
254814,99272328,2015-03-01,85200,1
254814,60463892,2013-01-01,216800,1
254814,60320166,2013-01-01,33300,1
254814,97819258,2014-04-01,686100,1
254814,108957523,2015-03-01,133300,1
254814,60354218,2013-01-01,10900,1
254814,43147011,2012-10-01,135000,1
254814,76458319,2014-02-01,32500,1
254814,79311707,2014-03-01,3600,1
254814,43147163,2012-10-01,688900,1
254814,60256834,2012-12-01,24000,1
254814,92776219,2014-07-01,61500,1
254814,79936995,2013-10-01,1900000,1
254814,73343299,2013-10-01,911400,1
254814,79625673,2014-02-01,1100,1
254814,79311705,2014-03-01,5500,1
254814,44388935,2012-09-01,3266400,1
254814,42302585,2012-09-01,34600,1
254814,97819238,2014-03-01,3600,1
254814,76458405,2014-02-01,1100,1
254814,76458321,2014-02-01,5000,1
254814,97819784,2014-07-01,88900,1
254814,61598697,2013-04-01,30200,1
254814,97819617,2014-07-01,698600,1
254814,62129757,2013-05-01,13900,1
254814,42301939,2012-09-01,956700,1
254814,97819227,2014-03-01,3600,1
254814,42669519,2012-10-01,1518700,1
254814,73394188,2013-07-01,1417400,1
254814,85059883,2014-07-01,66200,1
254814,60570863,2013-01-01,12500,1
254814,101092154,2015-05-01,50900,1
254814,44388952,2012-10-01,755700,1
254814,101092159,2015-05-01,60000,1
254814,101092158,2015-05-01,232900,1
254814,99272726,2015-03-01,133300,1
254814,97819760,2014-07-01,66200,1
254814,60416748,2013-01-01,28400,1
254814,60933160,2013-03-01,418000,1
254814,79625665,2014-02-01,32500,1
254814,62202956,2013-06-01,167600,1
254814,85064529,2014-07-01,61500,1
254814,42397493,2012-09-01,20500,1
254814,42128068,2012-09-01,124200,1
254814,79625667,2014-02-01,5000,1
254814,85064528,2014-07-01,88900,1
254814,73394199,2013-07-01,3505800,1
254814,76458316,2014-02-01,5000,1
254814,42302760,2012-09-01,35400,1
254814,44031133,2012-10-01,82300,1
254814,62284827,2013-01-01,28400,1
254814,73342635,2013-09-01,102400,1
254814,44031151,2012-10-01,88900,1
254814,79324932,2014-04-01,686100,1
254814,79311714,2014-03-01,3600,1
254814,60317695,2013-01-01,306100,1
260961,67901770,2013-07-01,93500,0
260961,91743507,2014-09-01,0,0
261674,43130025,2012-10-01,92000,0
263222,61702943,2013-05-01,102600,0
263629,85056032,2014-07-01,8900,0
266259,106295407,2015-08-01,41500,0
268611,61126325,2013-02-01,35600,0
268905,93700870,2014-12-01,315400,1
268905,104469981,2014-12-01,315400,1
268905,110584656,2015-05-01,2715400,1
268905,101822113,2015-05-01,2715400,1
270017,43013737,2012-10-01,1200,0
270592,110337659,2015-08-01,53900,0
270592,62122679,2013-06-01,6500,0
270592,62058421,2013-06-01,8500,0
270592,62124675,2013-06-01,17200,0
270592,62051515,2013-06-01,9300,0
270592,106925354,2015-08-01,53900,0
275690,67906205,2013-07-01,2300,0
277782,85358397,2014-08-01,13900,1
277782,104195956,2015-07-01,2906400,1
281394,68732667,2013-08-01,228100,0
281394,80316206,2013-08-01,228100,0
287600,101305994,2015-05-01,179900,0
287600,102058367,2015-05-01,0,0
287600,97714188,2015-02-01,860000,0
287600,97713920,2015-02-01,175000,0
287600,76966705,2014-01-01,3912200,0
287600,62541848,2013-07-01,201800,0
287600,67907637,2013-06-01,19200,0
287600,67907702,2013-06-01,3500,0
287600,67907683,2013-06-01,19200,0
287600,66087914,2013-06-01,2500200,0
287600,66083859,2013-04-01,78300,0
287600,67691632,2013-08-01,31000,0
287600,42943436,2012-09-01,31300,0
287600,61150154,2013-03-01,93000,0
287600,61976936,2012-10-01,136000,0
287600,62206690,2013-05-01,102500,0
287600,61912035,2013-05-01,66800,0
287600,61051537,2012-12-01,528200,0
287600,61260306,2013-04-01,10800,0
287600,61144712,2013-03-01,71100,0
287600,81345653,2014-01-01,3912200,0
287600,99915495,2015-04-01,122400,0
287600,93818987,2014-12-01,106300,0
287600,101094215,2015-05-01,179900,0
287600,99286568,2015-03-01,535000,0
287600,97940272,2014-12-01,30400,0
287600,87744920,2013-09-01,28500,0
287600,101171932,2015-05-01,92700,0
287600,93818989,2014-12-01,116100,0
287600,98525344,2015-03-01,23700,0
287600,87299826,2014-08-01,231600,0
289590,101686093,2014-12-01,56300,0
289590,99047805,2014-12-01,56300,0
